样本编号,温度_oC,频率_Hz,磁芯材料,励磁波形,磁通密度峰值B_m_T,实际磁芯损耗_w每m3,第四问OOF预测损耗_w每m3,第四问预测相对误差_percent
10358,90,177820.0,材料4,正弦波,0.0139396165,1228.685775,1391.9448953153487,13.287296364715285
10359,90,177820.0,材料4,正弦波,0.0154486879999999,1542.916597,1581.8776639473049,2.5251570320171344
10360,90,177820.0,材料4,正弦波,0.019422143,2639.111211,2456.285662583031,-6.927542411056395
10361,90,177820.0,材料4,正弦波,0.024677759,4580.438956,5004.825939834687,9.265203355210641
10362,90,177820.0,材料4,正弦波,0.0276946905,6090.865187,6421.693093284495,5.43154209012203
10363,90,177820.0,材料4,正弦波,0.0312429789999999,8272.159552,9080.271932578797,9.76906182114701
10364,90,177820.0,材料4,正弦波,0.034987103,11047.05505,11262.180590357062,1.9473564618206662
10365,90,177820.0,材料4,正弦波,0.0550213279999999,38397.1278,40057.48767466144,4.324177275211291
10366,90,177820.0,材料4,正弦波,0.0618624265,52846.20817,53147.0084109477,0.5691992885848425
10367,90,177820.0,材料4,正弦波,0.0690714465,71543.58003,75298.96841424776,5.2490920676223345
10368,90,177820.0,材料4,正弦波,0.077017476,99718.93554,99386.57457766194,-0.3332977438419833
10369,90,177820.0,材料4,正弦波,0.0963087085,183460.8634,182411.7473624344,-0.5718473237958193
10370,90,199500.0,材料4,正弦波,0.0121911135,1227.79702,1130.8231887407703,-7.898197314343511
10371,90,199500.0,材料4,正弦波,0.0174262055,2750.09621,2903.525178087397,5.579040017927107
10372,90,199500.0,材料4,正弦波,0.0220518245,4642.03883,4932.869480793224,6.265149031362665
10373,90,199500.0,材料4,正弦波,0.0246700885,6062.988616,6298.179249189138,3.879120481415377
10374,90,199500.0,材料4,正弦波,0.0277728595,8167.884752,8186.580721092919,0.2288960931817866
10375,90,199500.0,材料4,正弦波,0.0311969055,10851.12541,11252.114789431316,3.6953713488720585
10376,90,199500.0,材料4,正弦波,0.0387798164999999,19713.88103,20245.516779619586,2.6967584353915783
10377,90,199500.0,材料4,正弦波,0.0434086415,26142.20861,27343.66057419393,4.595831905856441
10378,90,199500.0,材料4,正弦波,0.0487334274999999,35280.90151,36031.28961808708,2.1268960711630007
10379,90,199500.0,材料4,正弦波,0.061747084,66757.69142,66310.67767746601,-0.6696063525049809
10380,90,199500.0,材料4,正弦波,0.0864323515,169627.44,172000.13385693703,1.3987677093617785
10381,90,223850.0,材料4,正弦波,0.0124079095,1787.185994,1951.9302433521736,9.218080821204875
10382,90,223850.0,材料4,正弦波,0.012305903,1744.027165,1625.8967972348496,-6.773424757128159
10383,90,223850.0,材料4,正弦波,0.01382709,2242.676432,2102.811301502646,-6.236527414372637
10384,90,223850.0,材料4,正弦波,0.0196009275,4953.097559,4931.731514219595,-0.4313673317736682
10385,90,223850.0,材料4,正弦波,0.021884763,6206.143921,6219.930309739395,0.2221409769880694
10386,90,223850.0,材料4,正弦波,0.024797,8326.878499,9046.558073730788,8.642849476153835
10387,90,223850.0,材料4,正弦波,0.034575798,19538.67763,19903.76341294403,1.8685286172257298
10388,90,223850.0,材料4,正弦波,0.0390264585,26285.95712,24782.296806233084,-5.720393999360353
10389,90,223850.0,材料4,正弦波,0.0551359675,63118.20689,65282.90051149986,3.429586688469148
10390,90,251170.0,材料4,正弦波,0.0174992024999999,5309.609099,4960.971101749632,-6.56617070578755
10391,90,251170.0,材料4,正弦波,0.019566038,6808.57255,6730.646949800416,-1.1445218454723471
10392,90,251170.0,材料4,正弦波,0.0307461985,19670.90911,18720.828390087227,-4.829877026018011
10393,90,251170.0,材料4,正弦波,0.0346001505,26038.65544,25249.288448035997,-3.0315197871215487
10394,90,251170.0,材料4,正弦波,0.038887415,34458.41893,32335.543503073,-6.160687265540188
10395,90,251170.0,材料4,正弦波,0.0437061915,45767.08282,45791.60866815932,0.05358840163743506
10396,90,251170.0,材料4,正弦波,0.068917263,149529.2394,146561.1465928534,-1.9849581386599393
10397,90,281850.0,材料4,正弦波,0.0122501775,3408.52138,3086.0063595959464,-9.462021341466654
10398,90,281850.0,材料4,正弦波,0.0137725395,4360.999583,3782.092821890928,-13.27463463573259
10399,90,281850.0,材料4,正弦波,0.0155982734999999,5716.169674,5326.668080039462,-6.814031356210181
10400,90,281850.0,材料4,正弦波,0.017472805,7278.547484,7082.248386152024,-2.696954279401053
10401,90,281850.0,材料4,正弦波,0.0221590425,12071.99807,11471.293575279771,-4.9760154966644095
10402,90,281850.0,材料4,正弦波,0.0275586935,20452.90182,20461.12139526281,0.04018781948472872
10403,90,281850.0,材料4,正弦波,0.0310141145,26857.74657,25584.901598292097,-4.739209852883432
10404,90,281860.0,材料4,正弦波,0.0391092059999999,46290.66935,44766.67716429939,-3.292223264645027
10405,90,281860.0,材料4,正弦波,0.054338405,105384.1442,104695.11255269092,-0.6538285740608395
10406,90,281860.0,材料4,正弦波,0.061566762,144222.5477,138443.85690233496,-4.006787350397805
10407,90,316230.0,材料4,正弦波,0.0197736884999999,13068.25434,12250.65507267478,-6.256377065012192
10408,90,316230.0,材料4,正弦波,0.030975474,35749.95788,33778.91350921623,-5.513417323175234
10409,90,316230.0,材料4,正弦波,0.0349282185,47042.27708,45213.02770993718,-3.8885221626325626
10410,90,316230.0,材料4,正弦波,0.039177236,61460.01182,59129.60873907309,-3.791738745108022
10411,90,316230.0,材料4,正弦波,0.0437254814999999,81242.83568,75447.10519573567,-7.1338357847239715
10412,90,316230.0,材料4,正弦波,0.0547248555,138726.9703,135834.36419186127,-2.085107244743682
10413,90,354820.0,材料4,正弦波,0.012919514,7207.059643,6452.454219889991,-10.47036462148519
10414,90,354820.0,材料4,正弦波,0.01238675,6609.000965,5708.279813765916,-13.628703581738463
10415,90,354820.0,材料4,正弦波,0.013902364,8387.419219,7687.667850506757,-8.342868649132235
10416,90,354820.0,材料4,正弦波,0.0155853885,10671.07363,9776.863838275309,-8.379754678205625
10417,90,354820.0,材料4,正弦波,0.019671888,17928.41134,18324.06281466372,2.206840679636717
10418,90,354820.0,材料4,正弦波,0.0217753955,22264.99204,21102.91454819912,-5.219303423568074
10419,90,354820.0,材料4,正弦波,0.024577914,28451.62043,27356.69705282573,-3.848369128458352
10420,90,354820.0,材料4,正弦波,0.031073069,47870.06218,46898.30154919616,-2.0299965919196925
10421,90,354820.0,材料4,正弦波,0.034865543,61903.48255,61083.39267586609,-1.324787944638684
10422,90,354820.0,材料4,正弦波,0.0390742745,82124.10162,83075.77141665597,1.1588191260337748
10423,90,354820.0,材料4,正弦波,0.048867673,137527.9411,135484.73161803992,-1.4856686325831103
10424,90,398100.0,材料4,正弦波,0.0129924735,9812.489941,10105.96400860122,2.9908215892786174
10425,90,398100.0,材料4,正弦波,0.0139529755,11372.76396,11345.385158014213,-0.24074008817982628
10426,90,398100.0,材料4,正弦波,0.0157183685,14592.39463,15126.010418474398,3.6568075494432883
10427,90,398100.0,材料4,正弦波,0.019498875,23426.55393,21665.919369397987,-7.515550797026729
10428,90,398100.0,材料4,正弦波,0.0277517649999999,49166.11579,47387.75302995413,-3.617049529886955
10429,90,446680.0,材料4,正弦波,0.0139534634999999,15120.49185,13610.591194665343,-9.985790609944061
10430,90,446690.0,材料4,正弦波,0.0219139465,39485.47472,36501.623638760575,-7.556832233621487
10431,90,446690.0,材料4,正弦波,0.0247608345,50495.99039,47719.22935791532,-5.498973305877722
10432,90,446690.0,材料4,正弦波,0.0277800075,64767.92221,63275.36280072268,-2.3044731996155807
10433,90,446680.0,材料4,正弦波,0.0389705479999999,139040.5959,134540.2133824558,-3.236739952395568
10434,90,125860.0,材料4,正弦波,0.107385,139213.45,142368.35787308094,2.2662378333996656
10435,90,251180.0,材料4,正弦波,0.01233,2475.38,2158.8338096443053,-12.787781688294112
10436,70,70840.0,材料4,正弦波,0.16946,238159.47,216379.19753444337,-9.14524728559256
10437,70,446690.0,材料4,正弦波,0.02191,36937.05,36848.16606880202,-0.24063624788114574
10438,25,79470.0,材料4,正弦波,0.08914,95559.34,98811.75976589623,3.403560307026228
10439,50,141270.0,材料4,正弦波,0.01758,1885.21,2066.0077785944327,9.59032567164574
10440,50,398100.0,材料4,正弦波,0.024645,32511.98,34688.37943781907,6.69414608959243
10441,70,177830.0,材料4,正弦波,0.01954,2767.84,2842.0668562039027,2.681761091822597
10442,70,70840.0,材料4,正弦波,0.044145,6583.11,6793.222727354178,3.1916940071512996
10443,25,281860.0,材料4,正弦波,0.01974,10676.47,11693.40835712643,9.525042988238901
10444,90,398100.0,材料4,正弦波,0.0246149999999999,37846.19,36377.86028284343,-3.87972928624142
10445,50,354830.0,材料4,正弦波,0.012945,5155.71,5296.9180935317845,2.738868042069559
10446,90,63030.0,材料4,正弦波,0.02198,694.36,778.7672105446785,12.156116502200371
10447,50,177830.0,材料4,正弦波,0.09726,249632.54,242753.43828045923,-2.7556911128416095
10448,90,281860.0,材料4,正弦波,0.022155,12101.86,13010.416547523688,7.507577740311714
10449,50,63030.0,材料4,正弦波,0.137625,141618.7,146453.16529804934,3.4137195850896287
10450,90,70840.0,材料4,正弦波,0.034995,2588.99,2556.4256084747017,-1.2578029086747382
10451,25,63030.0,材料4,正弦波,0.035805,7963.97,7772.789331516913,-2.4005699228285287
10452,90,354830.0,材料4,正弦波,0.01292,7220.56,6992.519434631228,-3.1582116258125703
10453,70,112160.0,材料4,正弦波,0.0196599999999999,1346.29,1359.3816039413994,0.9724207965148222
10454,50,141270.0,材料4,正弦波,0.069515,73473.14,77447.90299292696,5.409817782290182
10455,70,125860.0,材料4,正弦波,0.061215,33680.71,32617.642174360943,-3.156310617083359
10456,50,50030.0,材料4,正弦波,0.024085,1302.35,1258.9260275888769,-3.3342782209945896
10457,50,199510.0,材料4,正弦波,0.03899,27383.37,27312.77135308244,-0.25781577255669647
10458,50,63020.0,材料4,正弦波,0.02225,1456.28,1307.5478691166963,-10.21315481111487
10459,25,177830.0,材料4,正弦波,0.086375,255925.63,237223.9254435748,-7.307476221285543
10460,25,141270.0,材料4,正弦波,0.06221,82490.89,78581.26116811197,-4.73946739074827
10461,70,177830.0,材料4,正弦波,0.02768,6816.21,6933.7898396551445,1.7250031858634711
10462,25,223860.0,材料4,正弦波,0.011695,1880.22,2402.0424013354204,27.753262987066428
10463,25,354830.0,材料4,正弦波,0.0276,39826.92,41960.06373102239,5.356034890527291
10464,25,79470.0,材料4,正弦波,0.039695,13206.25,13648.67563187384,3.3501230998492435
10465,25,354830.0,材料4,正弦波,0.0489649999999999,180505.51,181395.84871124948,0.4932473868800279
10466,25,446690.0,材料4,正弦波,0.01394,10633.61,10819.68879673804,1.749911805473778
10467,25,70840.0,材料4,正弦波,0.0993199999999999,106603.21,113047.13309396862,6.044773974412786
10468,25,177830.0,材料4,正弦波,0.05541,84139.11,80568.84856842937,-4.243284046587408
10469,25,177830.0,材料4,正弦波,0.011045,1127.86,1162.729972526177,3.091693341919849
10470,25,99950.0,材料4,正弦波,0.044035,22046.61,20987.46372263093,-4.804123070935028
10471,25,70840.0,材料4,正弦波,0.031805,6708.94,6664.021644494158,-0.6695298438477859
10472,25,398100.0,材料4,正弦波,0.034855,91873.66,102162.80492462458,11.199232646902905
10473,25,158510.0,材料4,正弦波,0.05538,71994.57,70415.08372156942,-2.1938963986181013
10474,25,158510.0,材料4,正弦波,0.019685,4510.9,4900.62549963787,8.639639531753545
10475,25,158510.0,材料4,正弦波,0.08718,223634.42,215877.7732599548,-3.4684494184952492
10476,25,354830.0,材料4,正弦波,0.024545,29366.24,29055.071713339716,-1.0596122849240692
10477,25,99960.0,材料4,正弦波,0.02774,6774.1,6087.543041477368,-10.135028395250027
10478,25,158510.0,材料4,正弦波,0.01395,1731.49,1814.9160850855635,4.818167305936708
10479,25,316240.0,材料4,正弦波,0.03119,44961.69,45097.09721385517,0.30116130833865673
10480,25,70840.0,材料4,正弦波,0.10879,132026.41,121519.78468198872,-7.957972437492835
10481,25,56190.0,材料4,三角波,0.021631019,2267.551692,2837.968052357861,25.15560559745162
10482,25,56190.0,材料4,三角波,0.024160521,2971.995079,3298.2576438484275,10.977897209648365
10483,25,56180.0,材料4,三角波,0.0272076315,4159.524154,3673.877559518128,-11.67553250087154
10484,25,56180.0,材料4,三角波,0.0346268025,7469.071203,7218.222276636649,-3.3585022761946073
10485,25,56190.0,材料4,三角波,0.0381809105,9765.031653,9272.328266577497,-5.04558924057492
10486,25,56180.0,材料4,三角波,0.0431196265,13389.93428,11867.15267869396,-11.372584580796316
10487,25,56190.0,材料4,三角波,0.048764543,18041.70224,17490.70880390307,-3.0539991668598083
10488,25,56180.0,材料4,三角波,0.068682138,41733.74685,33913.13994746906,-18.739287729519884
10489,25,56180.0,材料4,三角波,0.0968206305,95318.9969,91146.66977628563,-4.377225169597188
10490,25,56180.0,材料4,三角波,0.108517192,125251.1374,113947.35499492698,-9.024894016709366
10491,25,56180.0,材料4,三角波,0.121418499,163132.3674,154161.48457856418,-5.4991434038588025
10492,25,56190.0,材料4,三角波,0.1367591899999999,213708.3651,189363.2181742087,-11.39176134467152
10493,25,56190.0,材料4,三角波,0.1709663265,359542.6947,341869.82595894573,-4.915374168789714
10494,25,56180.0,材料4,三角波,0.1925496525,467485.5965,415151.64761941344,-11.194772474789294
10495,25,56190.0,材料4,三角波,0.215747342,596502.8611,562758.2624175372,-5.657072393623565
10496,25,56190.0,材料4,三角波,0.271424859,999496.8395,901121.2198417888,-9.842514330252792
10497,25,70790.0,材料4,三角波,0.019317304,2229.46503,1959.8235151559325,-12.094449171246584
10498,25,70780.0,材料4,三角波,0.0217466025,3114.226337,2486.7726157618813,-20.147980696950825
10499,25,70780.0,材料4,三角波,0.0243516225,4055.363927,3781.608192434335,-6.750460365419754
10500,25,70770.0,材料4,三角波,0.027654065,5610.10665,4792.393169179703,-14.575720780999704
10501,25,70790.0,材料4,三角波,0.0305384805,7393.584729,6356.382974720471,-14.028401543993846
10502,25,70800.0,材料4,三角波,0.0344712665,10055.90748,8777.131362287639,-12.716665504885505
10503,25,70790.0,材料4,三角波,0.0486149389999999,24031.29062,23750.47569286972,-1.1685386838798053
10504,25,70790.0,材料4,三角波,0.0609119429999999,42834.70791,42264.287481749925,-1.3316781089031413
10505,25,70780.0,材料4,三角波,0.068482533,56776.15236,51852.04387984362,-8.67284638968511
10506,25,70780.0,材料4,三角波,0.0773290795,75713.61128,74535.64059317776,-1.5558241997808482
10507,25,70780.0,材料4,三角波,0.0867002265,99335.79245,98631.40090419812,-0.7091014511777569
10508,25,70770.0,材料4,三角波,0.096927543,129257.542,125293.20377622436,-3.0670072805311777
10509,25,70770.0,材料4,三角波,0.1090277945,170409.5551,168507.28580685626,-1.1162926233962887
10510,25,70790.0,材料4,三角波,0.1211541325,219814.5546,208139.74479811967,-5.311208724611145
10511,25,70790.0,材料4,三角波,0.136517939,288513.8197,296597.75672969484,2.8019236784222743
10512,25,70780.0,材料4,三角波,0.153941377,379231.7393,356782.9725591899,-5.919537953823931
10513,25,70780.0,材料4,三角波,0.2173527235,813966.8356,767900.9933901302,-5.659424953832819
10514,25,79430.0,材料4,三角波,0.027029979,6347.552354,5884.546353551125,-7.294244688775277
10515,25,99930.0,材料4,三角波,0.013667478,1507.039199,1945.2783696817908,29.079480545203168
10516,25,99930.0,材料4,三角波,0.0276177395,9081.179415,9211.662807102504,1.436855127947098
10517,25,112170.0,材料4,三角波,0.0217783855,6191.620196,5718.420005172667,-7.6425907250098595
10518,25,112170.0,材料4,三角波,0.0308261305,14880.15408,14072.88139681787,-5.425163468348514
10519,25,112170.0,材料4,三角波,0.04328011,35963.88787,32490.800656269465,-9.657151713643506
10520,25,112180.0,材料4,三角波,0.061254601,84646.16543,81991.79995886663,-3.1358366414465064
10521,25,112170.0,材料4,三角波,0.0690080025,112625.0501,102484.2851820644,-9.00400480082503
10522,25,112180.0,材料4,三角波,0.097364445,254616.8772,265094.5466891015,4.115072655168637
10523,25,112180.0,材料4,三角波,0.1226372295,435199.7807,430861.3278179125,-0.9968876535528773
10524,25,112180.0,材料4,三角波,0.137450434,571425.0815,513488.3950317509,-10.138982054509112
10525,25,125890.0,材料4,三角波,0.012266104,1872.381803,1866.0334570521993,-0.3390518930289284
10526,25,125890.0,材料4,三角波,0.0137712695,2410.848153,2377.5414787822792,-1.3815334730341553
10527,25,125890.0,材料4,三角波,0.017140583,4205.965688,3844.054835615148,-8.604702920364199
10528,25,125900.0,材料4,三角波,0.0193976705,5731.18989,5279.232849962547,-7.8859198301219156
10529,25,125890.0,材料4,三角波,0.024495136,10342.25086,9968.504928032333,-3.6137774748162244
10530,25,125890.0,材料4,三角波,0.027379012,13484.64589,13429.928351917391,-0.405776603471553
10531,25,125890.0,材料4,三角波,0.0308331084999999,18206.85275,17614.745243607034,-3.2521134460922347
10532,25,125890.0,材料4,三角波,0.0342243145,24116.20758,25577.83575730604,6.060771257078557
10533,25,125900.0,材料4,三角波,0.0434507575,44025.19138,41321.82971160636,-6.140488169738501
10534,25,125890.0,材料4,三角波,0.0487129705,58544.19452,52925.24871960601,-9.597784795680177
10535,25,125890.0,材料4,三角波,0.061373682,102103.3285,99148.25860301162,-2.894195459052426
10536,25,125890.0,材料4,三角波,0.0681556725,133201.5268,124614.21342232185,-6.446858068355225
10537,25,125890.0,材料4,三角波,0.0767577895,176400.521,159905.06900536706,-9.351135643546627
10538,25,125890.0,材料4,三角波,0.0865912775,231947.9222,228907.47295399677,-1.3108327150184897
10539,25,125890.0,材料4,三角波,0.0970032155,303914.7573,282750.80610697373,-6.963778719088304
10540,25,125890.0,材料4,三角波,0.109165155,398135.032,370480.04430122336,-6.946132712776867
10541,25,125890.0,材料4,三角波,0.1223047035,522527.646,489452.2937444625,-6.329876037896284
10542,25,141280.0,材料4,三角波,0.010746938,1751.377711,2121.3028926001557,21.12195326437814
10543,25,141280.0,材料4,三角波,0.0136951045,3041.491546,2789.1754622155727,-8.295800924262293
10544,25,141290.0,材料4,三角波,0.0150412115,3858.18904,3808.271619735384,-1.2938044182670825
10545,25,141280.0,材料4,三角波,0.019218684,6996.769685,7301.277571882877,4.352121058603587
10546,25,141280.0,材料4,三角波,0.0270593665,16414.05636,15355.009548287257,-6.45207247060252
10547,25,141290.0,材料4,三角波,0.0300555745,21711.62525,21283.544387626112,-1.9716665954055583
10548,25,141280.0,材料4,三角波,0.0337765015,28987.41647,28585.621036627337,-1.386102945008893
10549,25,141290.0,材料4,三角波,0.0381375395,39080.87273,35550.671901312846,-9.033065492361017
10550,25,141270.0,材料4,三角波,0.0478965565,68511.70408,62469.275162858314,-8.819557181187665
10551,25,141280.0,材料4,三角波,0.0538865015,91009.69578,81650.57569941142,-10.283651648734887
10552,25,141280.0,材料4,三角波,0.067419534,157572.0187,154383.13287575793,-2.0237640226678484
10553,25,141290.0,材料4,三角波,0.075862907,208120.2099,206447.2223138269,-0.8038563803952243
10554,25,141290.0,材料4,三角波,0.08499617,270718.7181,266106.6316928211,-1.7036451855077313
10555,25,141280.0,材料4,三角波,0.107247448,468312.4816,420307.8060599812,-10.250565044948148
10556,25,158750.0,材料4,三角波,0.0110198565,2273.943417,2471.4316760908805,8.684836113970928
10557,25,158750.0,材料4,三角波,0.012496686,3031.988151,3238.7837864271196,6.820463178885279
10558,25,158750.0,材料4,三角波,0.015478971,5187.178067,4979.727799221667,-3.999289499971064
10559,25,158760.0,材料4,三角波,0.019606625,9150.4835,9780.439763202774,6.884404121408161
10560,25,158760.0,材料4,三角波,0.02185473,11873.18849,11437.653046618232,-3.6682264730202085
10561,25,158750.0,材料4,三角波,0.0246943405,15896.57104,14986.599832016702,-5.724323853827151
10562,25,158740.0,材料4,三角波,0.0274393455,20952.06598,22444.426548179064,7.122737058978395
10563,25,158760.0,材料4,三角波,0.0307651835,27846.25716,26654.691786718595,-4.279086293123231
10564,25,158750.0,材料4,三角波,0.0347821675,37384.59181,35446.02231398289,-5.185477230484463
10565,25,158750.0,材料4,三角波,0.0389883414999999,49951.74674,45850.245732506984,-8.210926094019145
10566,25,158750.0,材料4,三角波,0.0491278344999999,87439.94031,85256.61882493708,-2.49693844405934
10567,25,158760.0,材料4,三角波,0.0613890245,150181.1506,155652.8956854832,3.6434299934596543
10568,25,158750.0,材料4,三角波,0.0691504155,200008.6575,201498.1361293643,0.7447070781745095
10569,25,158750.0,材料4,三角波,0.07752183,261555.7838,268322.9468442822,2.5872733326580737
10570,25,177890.0,材料4,三角波,0.0109392385,2925.785534,3010.5559256674755,2.8973549387805346
10571,25,177890.0,材料4,三角波,0.012011269,3739.350039,3814.6866622501425,2.0146983423431934
10572,25,177900.0,材料4,三角波,0.013591282,5008.711979,4856.131101455642,-3.0463096737061846
10573,25,177890.0,材料4,三角波,0.0153550205,6494.210583,6650.094324567587,2.400349350784012
10574,25,177890.0,材料4,三角波,0.0191656685,11030.58456,11045.524398781046,0.13544013646586833
10575,25,177890.0,材料4,三角波,0.0216490609999999,14715.51177,14141.634755241948,-3.899810103295176
10576,25,177900.0,材料4,三角波,0.0240011425,19352.13987,19287.3550927052,-0.3347680294272322
10577,25,177880.0,材料4,三角波,0.0269702345,25430.48199,24373.71132945807,-4.155527453067868
10578,25,177890.0,材料4,三角波,0.0340856035,44876.26706,42680.76089379045,-4.892354712289536
10579,25,177890.0,材料4,三角波,0.0429893275,78812.69664,78273.11779064639,-0.6846344210480365
10580,25,177890.0,材料4,三角波,0.0477433175,102768.0721,102937.73396829097,0.16509200262691423
10581,25,177890.0,材料4,三角波,0.060591405,180016.1496,185854.66263829987,3.2433273632800006
10582,25,177890.0,材料4,三角波,0.0678525355,235974.9615,225470.69022183775,-4.451434682472553
10583,25,177890.0,材料4,三角波,0.0763792299999999,310471.2202,312998.2917794543,0.81394712779703
10584,25,177890.0,材料4,三角波,0.0856331485,405185.5323,370895.7370926056,-8.4627392821139
10585,25,199170.0,材料4,三角波,0.013711252,6512.527311,6565.718006887673,0.8167443044397151
10586,25,199160.0,材料4,三角波,0.0153499439999999,8378.811796,7491.714136871766,-10.587392111513113
10587,25,199160.0,材料4,三角波,0.0171508064999999,10750.99501,10514.603849116276,-2.1987840257003737
10588,25,199170.0,材料4,三角波,0.0193172315,14265.37161,13938.488827058552,-2.2914424655597716
10589,25,199160.0,材料4,三角波,0.021489381,18603.00545,19354.33992731437,4.03878007418618
10590,25,199160.0,材料4,三角波,0.024135984,24408.77162,23815.988403945714,-2.428566358368368
10591,25,199170.0,材料4,三角波,0.0272072785,32441.16565,31196.245983547764,-3.837468973474555
10592,25,199170.0,材料4,三角波,0.0341660485,55940.18768,56742.90301552567,1.4349528823848716
10593,25,199170.0,材料4,三角波,0.0384603995,74413.8012,71012.52507684492,-4.570759816466792
10594,25,199170.0,材料4,三角波,0.0426827875,96962.67603,101019.0994583606,4.183489559534789
10595,25,199160.0,材料4,三角波,0.0541899089999999,168825.3839,171577.53457467313,1.6301758723103645
10596,25,199170.0,材料4,三角波,0.060736801,221040.4325,210689.87254700044,-4.68265458763955
10597,25,199170.0,材料4,三角波,0.068269289,290806.6183,285763.11893788626,-1.7343138170640842
10598,25,199170.0,材料4,三角波,0.0764243785,381720.3346,355693.9484652734,-6.818181735589042
10599,25,224180.0,材料4,三角波,0.0135063945,8415.017197,7362.789138442943,-12.504170032263051
10600,25,224180.0,材料4,三角波,0.015128489,10632.66922,10726.266979605598,0.8802846930434104
10601,25,224180.0,材料4,三角波,0.0170576684999999,13938.05882,14000.683014067208,0.44930355708749986
10602,25,224180.0,材料4,三角波,0.0188700285,18015.7033,18291.11726672202,1.5287439082215502
10603,25,224180.0,材料4,三角波,0.0212343505,23536.11182,24406.964863344172,3.7000718300639592
10604,25,224190.0,材料4,三角波,0.0239407705,31150.85937,32262.220654773144,3.567674559384541
10605,25,224180.0,材料4,三角波,0.0268086705,40489.12143,40314.86625804425,-0.4303752855122208
10606,25,224180.0,材料4,三角波,0.0300452035,52668.87505,51524.458070607376,-2.172852521163971
10607,25,224180.0,材料4,三角波,0.0337980075,69527.79475,69410.22632618404,-0.1690955742788883
10608,25,224190.0,材料4,三角波,0.0375681199999999,90816.99598,91638.63024106808,0.9047142026686458
10609,25,224190.0,材料4,三角波,0.0422611585,119160.6365,113871.43659743915,-4.438714040068793
10610,25,224190.0,材料4,三角波,0.0476093455,157758.0703,155324.47662083397,-1.5426112112921937
10611,25,224180.0,材料4,三角波,0.053335251,204863.2618,196485.30106371024,-4.0895379008798765
10612,25,224180.0,材料4,三角波,0.0600254525,270021.6336,265735.8994112843,-1.587181786724697
10613,25,224170.0,材料4,三角波,0.067277387,353591.5576,349335.6312723036,-1.2036278118695727
10614,25,251220.0,材料4,三角波,0.010932823,6707.105936,6589.499219502398,-1.7534644244450484
10615,25,251230.0,材料4,三角波,0.0136825995,11002.74219,11590.948407882288,5.345996549995388
10616,25,251230.0,材料4,三角波,0.0170772035,18175.81556,18782.538720431116,3.3380794299340724
10617,25,251230.0,材料4,三角波,0.0217105475,31150.62203,32996.41728094653,5.92538810033686
10618,25,251220.0,材料4,三角波,0.0243075185,40589.31711,40170.43566623632,-1.0319992391803086
10619,25,251230.0,材料4,三角波,0.027227484,52460.84587,52755.67387970332,0.5619962942151476
10620,25,251230.0,材料4,三角波,0.0305925365,68638.96678,65988.96673251453,-3.860780795228449
10621,25,251220.0,材料4,三角波,0.0382769924999999,116334.9531,114982.16279974768,-1.1628408008120161
10622,25,251230.0,材料4,三角波,0.0431054305,153842.3533,155944.41357324467,1.366372931871087
10623,25,251220.0,材料4,三角波,0.0483559474999999,200003.2959,197709.67352365423,-1.146792289609347
10624,25,251220.0,材料4,三角波,0.054326097,262205.1528,262967.8458380095,0.29087644917156436
10625,25,251230.0,材料4,三角波,0.060887352,344611.0948,329868.9707145371,-4.277901758798203
10626,25,282490.0,材料4,三角波,0.0109755095,8907.131115,8211.656737477972,-7.808062647139202
10627,25,282490.0,材料4,三角波,0.012286,11330.01485,11281.143792463628,-0.4313415135230044
10628,25,282490.0,材料4,三角波,0.0138328399999999,14372.76728,14219.079716601747,-1.0692969586456191
10629,25,282480.0,材料4,三角波,0.0153183365,18342.88845,18490.845405624535,0.8066175402409806
10630,25,282480.0,材料4,三角波,0.017270334,23997.16856,25152.351302657175,4.813829347278529
10631,25,282500.0,材料4,三角波,0.0194915425,31367.26523,32486.783551485223,3.569065754621485
10632,25,282480.0,材料4,三角波,0.0218116745,40479.70479,40691.16318928928,0.5223812781893389
10633,25,282490.0,材料4,三角波,0.024471862,52391.6212,52040.999073930994,-0.6692332056886363
10634,25,282490.0,材料4,三角波,0.0305623525,87675.48493,90241.17760549132,2.9263512799954974
10635,25,282480.0,材料4,三角波,0.034371967,114233.0727,113179.35189146252,-0.9224305917996091
10636,25,282490.0,材料4,三角波,0.038692482,150572.8329,155550.063657578,3.305530394638663
10637,25,282480.0,材料4,三角波,0.0488221484999999,256574.6549,249681.9698982341,-2.686424738426454
10638,25,282480.0,材料4,三角波,0.054691906,335325.5889,319709.5327935201,-4.656983130248637
10639,25,316470.0,材料4,三角波,0.010915459,11593.78679,11354.386522223354,-2.064901417569071
10640,25,316460.0,材料4,三角波,0.013627862,19004.39287,18519.524483480043,-2.5513489951334414
10641,25,316470.0,材料4,三角波,0.0153430645,24109.25125,24948.553237416618,3.4812445177724736
10642,25,316470.0,材料4,三角波,0.017293634,31290.16943,31275.980052754112,-0.04534771624561885
10643,25,316460.0,材料4,三角波,0.01937829,40392.48861,40488.4341138239,0.23753303429823752
10644,25,316460.0,材料4,三角波,0.0217276495,52065.54529,52682.708338910204,1.1853578896997328
10645,25,316460.0,材料4,三角波,0.0244272425,67372.61793,67877.84172236439,0.7498948502926297
10646,25,316460.0,材料4,三角波,0.027088574,86133.26513,91239.52813090768,5.928328611716803
