split,eventid,gname
validation_unseen_organizations,201612210014,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201612210032,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201612210035,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201612210047,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201612220023,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201612220024,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201612230003,Baloch Republican Army (BRA)
validation_unseen_organizations,201612230009,Taliban
validation_unseen_organizations,201612240001,Taliban
validation_unseen_organizations,201612240002,Taliban
validation_unseen_organizations,201612240003,Taliban
validation_unseen_organizations,201612240024,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201612250011,Taliban
validation_unseen_organizations,201612250025,Taliban
validation_unseen_organizations,201612250026,Taliban
validation_unseen_organizations,201612250027,Taliban
validation_unseen_organizations,201612250028,Taliban
validation_unseen_organizations,201612250029,Taliban
validation_unseen_organizations,201612250030,Taliban
validation_unseen_organizations,201612250031,Taliban
validation_unseen_organizations,201612250032,Taliban
validation_unseen_organizations,201612250036,Taliban
validation_unseen_organizations,201612250042,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201612250049,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201612260011,Taliban
validation_unseen_organizations,201612280002,Taliban
validation_unseen_organizations,201612280006,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201612280038,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201612280041,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201612280043,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201612290032,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201612290033,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201612310027,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201612310028,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201612310034,Taliban
validation_unseen_organizations,201612310035,Taliban
validation_unseen_organizations,201612310036,Taliban
validation_unseen_organizations,201612310037,Taliban
validation_unseen_organizations,201612310038,Taliban
test_unseen_organizations,201501010010,Devrimici Halk Kurtulus Cephesi (DHKP/C)
test_unseen_organizations,201501030041,Communist Party of India - Maoist (CPI-Maoist)
test_unseen_organizations,201501040015,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201501040016,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201501040022,Jamaat-ul-Ahrar
test_unseen_organizations,201501050031,Jamaat-ul-Ahrar
test_unseen_organizations,201501050041,Al-Qaida in the Islamic Maghreb (AQIM)
test_unseen_organizations,201501090003,Jamaat-ul-Ahrar
test_unseen_organizations,201501110056,People's Revolutionary Party of Kangleipak-Progressive (PREPAK-P)
test_unseen_organizations,201501120043,Donetsk People's Republic
test_unseen_organizations,201501150050,Donetsk People's Republic
test_unseen_organizations,201501150051,Donetsk People's Republic
test_unseen_organizations,201501160020,Donetsk People's Republic
test_unseen_organizations,201501160056,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201501160060,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201501170068,People's Revolutionary Party of Kangleipak-Progressive (PREPAK-P)
test_unseen_organizations,201501180057,Donetsk People's Republic
test_unseen_organizations,201501180099,People's Revolutionary Party of Kangleipak-Progressive (PREPAK-P)
test_unseen_organizations,201501190103,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201501200098,Donetsk People's Republic
test_unseen_organizations,201501240018,Communist Party of India - Maoist (CPI-Maoist)
test_unseen_organizations,201501240019,Communist Party of India - Maoist (CPI-Maoist)
test_unseen_organizations,201501250040,Communist Party of India - Maoist (CPI-Maoist)
test_unseen_organizations,201501250042,Communist Party of India - Maoist (CPI-Maoist)
test_unseen_organizations,201501290038,Revolutionary Punishment Movement
test_unseen_organizations,201501290041,People's Revolutionary Party of Kangleipak-Progressive (PREPAK-P)
test_unseen_organizations,201502010120,Donetsk People's Republic
test_unseen_organizations,201502020015,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201502030012,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201502030014,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201502080063,Donetsk People's Republic
test_unseen_organizations,201502090029,Jamaat-ul-Ahrar
test_unseen_organizations,201502090033,Jamaat-ul-Ahrar
test_unseen_organizations,201502090071,Donetsk People's Republic
test_unseen_organizations,201502100060,Donetsk People's Republic
test_unseen_organizations,201502110072,Donetsk People's Republic
test_unseen_organizations,201502110075,Donetsk People's Republic
test_unseen_organizations,201502120040,Communist Party of India - Maoist (CPI-Maoist)
test_unseen_organizations,201502120069,Donetsk People's Republic
test_unseen_organizations,201502150113,Donetsk People's Republic
test_unseen_organizations,201502160105,Donetsk People's Republic
test_unseen_organizations,201502170015,Jamaat-ul-Ahrar
test_unseen_organizations,201502180019,Okba Ibn Nafaa Brigade
test_unseen_organizations,201502180058,Donetsk People's Republic
test_unseen_organizations,201502210099,Revolutionary Punishment Movement
test_unseen_organizations,201503020009,Revolutionary Punishment Movement
test_unseen_organizations,201503100015,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201503100045,Animal Liberation Front (ALF)
test_unseen_organizations,201503150001,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201503150002,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201503170033,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201503180028,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201503180030,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201503250050,Communist Party of India - Maoist (CPI-Maoist)
test_unseen_organizations,201503260010,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201503270007,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201503290021,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201503310015,Devrimici Halk Kurtulus Cephesi (DHKP/C)
test_unseen_organizations,201504040018,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201504060022,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201504070001,Jund al-Khilafah (Tunisia)
test_unseen_organizations,201504080056,Ahrar al-Sham
test_unseen_organizations,201504110009,Communist Party of India - Maoist (CPI-Maoist)
test_unseen_organizations,201504130051,Communist Party of India - Maoist (CPI-Maoist)
test_unseen_organizations,201504130052,Communist Party of India - Maoist (CPI-Maoist)
test_unseen_organizations,201504150046,Communist Party of India - Maoist (CPI-Maoist)
test_unseen_organizations,201504210083,Communist Party of Nepal - Maoist (CPN-Maoist-Chand)
test_unseen_organizations,201504220037,Jund al-Khilafah (Tunisia)
test_unseen_organizations,201504220047,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201504240030,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201504260024,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201504270053,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201504280051,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201504290064,Donetsk People's Republic
test_unseen_organizations,201504300056,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201505010011,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201505010068,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201505010105,Communist Party of India - Maoist (CPI-Maoist)
test_unseen_organizations,201505080069,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201505080070,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201505090071,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201505100047,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201505120001,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201505120033,Al-Qaida in the Islamic Maghreb (AQIM)
test_unseen_organizations,201505180023,Ahrar al-Sham
test_unseen_organizations,201505200038,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201505200060,Communist Party of India - Maoist (CPI-Maoist)
test_unseen_organizations,201505210013,Revolutionary Punishment Movement
test_unseen_organizations,201505230036,Revolutionary Punishment Movement
test_unseen_organizations,201505250001,Okba Ibn Nafaa Brigade
test_unseen_organizations,201505250092,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201505250112,Hizbul Mujahideen (HM)
test_unseen_organizations,201505250123,Al-Qaida in the Islamic Maghreb (AQIM)
test_unseen_organizations,201505250128,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201505260078,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201505280036,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201505280037,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201505280052,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201505280068,Al-Qaida in the Islamic Maghreb (AQIM)
test_unseen_organizations,201505280097,Animal Liberation Front (ALF)
test_unseen_organizations,201505300091,Al-Qaida in the Islamic Maghreb (AQIM)
test_unseen_organizations,201505310011,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201506030018,Donetsk People's Republic
test_unseen_organizations,201506040008,Al-Qaida in the Islamic Maghreb (AQIM)
test_unseen_organizations,201506070094,Animal Liberation Front (ALF)
test_unseen_organizations,201506110012,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201506110038,Communist Party of India - Maoist (CPI-Maoist)
test_unseen_organizations,201506160114,Donetsk People's Republic
test_unseen_organizations,201506250030,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201506260004,Jund al-Khilafah (Tunisia)
test_unseen_organizations,201506290022,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201506290035,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201506290043,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201507050010,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201507060043,Al-Qaida in the Islamic Maghreb (AQIM)
test_unseen_organizations,201507060063,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201507070091,Revolutionary Punishment Movement
test_unseen_organizations,201507090060,Hizbul Mujahideen (HM)
test_unseen_organizations,201507120035,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201507130016,Communist Party of India - Maoist (CPI-Maoist)
test_unseen_organizations,201507180002,Al-Qaida in the Islamic Maghreb (AQIM)
test_unseen_organizations,201507180004,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201507190010,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201507260002,Al-Qaida in the Islamic Maghreb (AQIM)
test_unseen_organizations,201508050035,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201508060029,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201508080065,Revolutionary Punishment Movement
test_unseen_organizations,201508090109,Ahrar al-Sham
test_unseen_organizations,201508100061,Donetsk People's Republic
test_unseen_organizations,201508100092,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201508120033,Hizbul Mujahideen (HM)
test_unseen_organizations,201508150059,Communist Party of India - Maoist (CPI-Maoist)
test_unseen_organizations,201508190001,Okba Ibn Nafaa Brigade
test_unseen_organizations,201508190010,Devrimici Halk Kurtulus Cephesi (DHKP/C)
test_unseen_organizations,201508190037,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201508190038,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201508200026,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201508230004,Okba Ibn Nafaa Brigade
test_unseen_organizations,201508230037,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201508230038,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201508270014,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201508280032,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201508290012,Revolutionary Punishment Movement
test_unseen_organizations,201508310091,Okba Ibn Nafaa Brigade
test_unseen_organizations,201509050069,Communist Party of India - Maoist (CPI-Maoist)
test_unseen_organizations,201509060036,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201509060037,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201509060038,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201509090063,Jaysh al-Islam (Syria)
test_unseen_organizations,201509130006,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201509180002,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201509180036,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201509190071,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201510010030,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201510020042,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201510040018,Revolutionary Punishment Movement
test_unseen_organizations,201510040055,Ahrar al-Sham
test_unseen_organizations,201510060024,Communist Party of India - Maoist (CPI-Maoist)
test_unseen_organizations,201510080062,Free Syrian Army
test_unseen_organizations,201510090081,Al-Qaida in the Islamic Maghreb (AQIM)
test_unseen_organizations,201510100030,Donetsk People's Republic
test_unseen_organizations,201510110020,Communist Party of India - Maoist (CPI-Maoist)
test_unseen_organizations,201510110030,Okba Ibn Nafaa Brigade
test_unseen_organizations,201510120074,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201510140002,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201510230050,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201510300002,Communist Party of India - Maoist (CPI-Maoist)
test_unseen_organizations,201511030009,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201511140001,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201511170063,Lashkar-e-Taiba (LeT)
test_unseen_organizations,201511180056,Communist Party of India - Maoist (CPI-Maoist)
test_unseen_organizations,201511210002,Al-Qaida in the Islamic Maghreb (AQIM)
test_unseen_organizations,201511210003,Al-Qaida in the Islamic Maghreb (AQIM)
test_unseen_organizations,201511240001,Jund al-Khilafah (Tunisia)
test_unseen_organizations,201511240068,Free Syrian Army
test_unseen_organizations,201512020058,Animal Liberation Front (ALF)
test_unseen_organizations,201512120025,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201512120026,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201512120027,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201512180036,Communist Party of India - Maoist (CPI-Maoist)
test_unseen_organizations,201512240016,Hizbul Mujahideen (HM)
test_unseen_organizations,201512250021,Communist Party of India - Maoist (CPI-Maoist)
test_unseen_organizations,201601010039,Communist Party of India - Maoist (CPI-Maoist)
test_unseen_organizations,201601010040,Communist Party of India - Maoist (CPI-Maoist)
test_unseen_organizations,201601030011,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201601030037,Communist Party of India - Maoist (CPI-Maoist)
test_unseen_organizations,201601050028,Communist Party of India - Maoist (CPI-Maoist)
test_unseen_organizations,201601070033,Communist Party of India - Maoist (CPI-Maoist)
test_unseen_organizations,201601070047,Communist Party of India - Maoist (CPI-Maoist)
test_unseen_organizations,201601080001,Al-Qaida in the Islamic Maghreb (AQIM)
test_unseen_organizations,201601110024,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201601150001,Al-Qaida in the Islamic Maghreb (AQIM)
test_unseen_organizations,201601150002,Al-Qaida in the Islamic Maghreb (AQIM)
test_unseen_organizations,201601150003,Al-Qaida in the Islamic Maghreb (AQIM)
test_unseen_organizations,201601150061,Communist Party of India - Maoist (CPI-Maoist)
test_unseen_organizations,201601160001,Al-Qaida in the Islamic Maghreb (AQIM)
test_unseen_organizations,201601220010,Communist Party of India - Maoist (CPI-Maoist)
test_unseen_organizations,201601220031,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201601260032,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201601270022,Communist Party of India - Maoist (CPI-Maoist)
test_unseen_organizations,201601270052,Donetsk People's Republic
test_unseen_organizations,201601280039,Communist Party of India - Maoist (CPI-Maoist)
test_unseen_organizations,201601280063,Weichan Auka Mapu
test_unseen_organizations,201601310017,Communist Party of India - Maoist (CPI-Maoist)
test_unseen_organizations,201601310030,Communist Party of India - Maoist (CPI-Maoist)
test_unseen_organizations,201601310031,Communist Party of India - Maoist (CPI-Maoist)
test_unseen_organizations,201602050018,Al-Qaida in the Islamic Maghreb (AQIM)
test_unseen_organizations,201602050019,Al-Qaida in the Islamic Maghreb (AQIM)
test_unseen_organizations,201602060001,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201602120077,Al-Qaida in the Islamic Maghreb (AQIM)
test_unseen_organizations,201602130033,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201602150058,Communist Party of India - Maoist (CPI-Maoist)
test_unseen_organizations,201602150059,Communist Party of India - Maoist (CPI-Maoist)
test_unseen_organizations,201602170004,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201602170005,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201602200013,Lashkar-e-Taiba (LeT)
test_unseen_organizations,201602200016,Communist Party of India - Maoist (CPI-Maoist)
test_unseen_organizations,201602210047,Communist Party of India - Maoist (CPI-Maoist)
test_unseen_organizations,201602210048,Communist Party of India - Maoist (CPI-Maoist)
test_unseen_organizations,201602210049,Communist Party of India - Maoist (CPI-Maoist)
test_unseen_organizations,201602220056,Communist Party of India - Maoist (CPI-Maoist)
test_unseen_organizations,201602230013,Free Syrian Army
test_unseen_organizations,201602230025,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201602230052,Communist Party of India - Maoist (CPI-Maoist)
test_unseen_organizations,201603010016,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201603020040,Communist Party of India - Maoist (CPI-Maoist)
test_unseen_organizations,201603030015,Devrimici Halk Kurtulus Cephesi (DHKP/C)
test_unseen_organizations,201603070010,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201603080030,Weichan Auka Mapu
test_unseen_organizations,201603090041,People's Revolutionary Party of Kangleipak-Progressive (PREPAK-P)
test_unseen_organizations,201603100022,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201603110023,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201603130002,Al-Qaida in the Islamic Maghreb (AQIM)
test_unseen_organizations,201603170027,Communist Party of India - Maoist (CPI-Maoist)
test_unseen_organizations,201603180014,Al-Qaida in the Islamic Maghreb (AQIM)
test_unseen_organizations,201603180023,Communist Party of India - Maoist (CPI-Maoist)
test_unseen_organizations,201603210017,Al-Qaida in the Islamic Maghreb (AQIM)
test_unseen_organizations,201603260022,Hizbul Mujahideen (HM)
test_unseen_organizations,201603260024,Communist Party of India - Maoist (CPI-Maoist)
test_unseen_organizations,201603270001,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201603280031,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201603300019,Communist Party of India - Maoist (CPI-Maoist)
test_unseen_organizations,201603300039,Okba Ibn Nafaa Brigade
test_unseen_organizations,201604010041,Weichan Auka Mapu
test_unseen_organizations,201604060057,Communist Party of India - Maoist (CPI-Maoist)
test_unseen_organizations,201604100002,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201604120015,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201604120052,Weichan Auka Mapu
test_unseen_organizations,201604180050,Free Syrian Army
test_unseen_organizations,201604180051,Free Syrian Army
test_unseen_organizations,201604180052,Free Syrian Army
test_unseen_organizations,201604180053,Free Syrian Army
test_unseen_organizations,201604180054,Free Syrian Army
test_unseen_organizations,201604180055,Free Syrian Army
test_unseen_organizations,201604180056,Free Syrian Army
test_unseen_organizations,201604190028,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201604200016,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201604200022,Communist Party of India - Maoist (CPI-Maoist)
test_unseen_organizations,201604220009,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201604220010,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201604220011,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201604230020,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201604240028,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201604240029,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201605050041,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201605100010,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201605230041,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201605250049,Weichan Auka Mapu
test_unseen_organizations,201605250050,Weichan Auka Mapu
test_unseen_organizations,201605260030,Communist Party of India - Maoist (CPI-Maoist)
test_unseen_organizations,201605300042,Jund al-Khilafah (Tunisia)
test_unseen_organizations,201605310011,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201605310012,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201605310013,Al-Qaida in the Islamic Maghreb (AQIM)
test_unseen_organizations,201605310014,Al-Qaida in the Islamic Maghreb (AQIM)
test_unseen_organizations,201605310048,Communist Party of India - Maoist (CPI-Maoist)
test_unseen_organizations,201606010002,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201606020038,Communist Party of Nepal - Maoist (CPN-Maoist-Chand)
test_unseen_organizations,201606030013,Hizbul Mujahideen (HM)
test_unseen_organizations,201606060053,Communist Party of Nepal - Maoist (CPN-Maoist-Chand)
test_unseen_organizations,201606070038,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201606070044,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201606070045,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201606100039,Communist Party of India - Maoist (CPI-Maoist)
test_unseen_organizations,201606100052,Communist Party of India - Maoist (CPI-Maoist)
test_unseen_organizations,201606100057,Animal Liberation Front (ALF)
test_unseen_organizations,201606110029,Communist Party of Nepal - Maoist (CPN-Maoist-Chand)
test_unseen_organizations,201606110039,Communist Party of Nepal - Maoist (CPN-Maoist-Chand)
test_unseen_organizations,201606110040,Communist Party of Nepal - Maoist (CPN-Maoist-Chand)
test_unseen_organizations,201606110041,Communist Party of Nepal - Maoist (CPN-Maoist-Chand)
test_unseen_organizations,201606110042,Communist Party of Nepal - Maoist (CPN-Maoist-Chand)
test_unseen_organizations,201606110043,Communist Party of Nepal - Maoist (CPN-Maoist-Chand)
test_unseen_organizations,201606110044,Communist Party of Nepal - Maoist (CPN-Maoist-Chand)
test_unseen_organizations,201606110051,Communist Party of Nepal - Maoist (CPN-Maoist-Chand)
test_unseen_organizations,201606110052,Communist Party of Nepal - Maoist (CPN-Maoist-Chand)
test_unseen_organizations,201606110053,Communist Party of Nepal - Maoist (CPN-Maoist-Chand)
test_unseen_organizations,201606110054,Communist Party of Nepal - Maoist (CPN-Maoist-Chand)
test_unseen_organizations,201606110055,Communist Party of Nepal - Maoist (CPN-Maoist-Chand)
test_unseen_organizations,201606150039,Communist Party of India - Maoist (CPI-Maoist)
test_unseen_organizations,201606150040,Communist Party of India - Maoist (CPI-Maoist)
test_unseen_organizations,201606180025,Communist Party of India - Maoist (CPI-Maoist)
test_unseen_organizations,201606190029,Communist Party of India - Maoist (CPI-Maoist)
test_unseen_organizations,201606220024,Communist Party of India - Maoist (CPI-Maoist)
test_unseen_organizations,201606250002,Lashkar-e-Taiba (LeT)
test_unseen_organizations,201606250020,Communist Party of India - Maoist (CPI-Maoist)
test_unseen_organizations,201606260026,Communist Party of India - Maoist (CPI-Maoist)
test_unseen_organizations,201607010037,Al-Qaida in the Islamic Maghreb (AQIM)
test_unseen_organizations,201607110030,Aleppo Fatah Operations Room
test_unseen_organizations,201607110048,Aleppo Fatah Operations Room
test_unseen_organizations,201607110049,Aleppo Fatah Operations Room
test_unseen_organizations,201607110050,Aleppo Fatah Operations Room
test_unseen_organizations,201607110051,Aleppo Fatah Operations Room
test_unseen_organizations,201607110052,Aleppo Fatah Operations Room
test_unseen_organizations,201607120034,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201607180029,Communist Party of India - Maoist (CPI-Maoist)
test_unseen_organizations,201607210029,Free Syrian Army
test_unseen_organizations,201607220080,Okba Ibn Nafaa Brigade
test_unseen_organizations,201607240020,Communist Party of India - Maoist (CPI-Maoist)
test_unseen_organizations,201607250035,Communist Party of India - Maoist (CPI-Maoist)
test_unseen_organizations,201607310062,Al-Qaida in the Islamic Maghreb (AQIM)
test_unseen_organizations,201608010012,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201608030037,Free Syrian Army
test_unseen_organizations,201608080005,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201608090006,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201608110066,Jaysh al-Islam (Syria)
test_unseen_organizations,201608150054,Hizbul Mujahideen (HM)
test_unseen_organizations,201608170038,Free Syrian Army
test_unseen_organizations,201608260044,Communist Party of India - Maoist (CPI-Maoist)
test_unseen_organizations,201608290023,Okba Ibn Nafaa Brigade
test_unseen_organizations,201608300023,Hizbul Mujahideen (HM)
test_unseen_organizations,201609020001,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201609020002,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201609020061,Free Syrian Army
test_unseen_organizations,201609040007,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201609040008,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201609040088,Communist Party of India - Maoist (CPI-Maoist)
test_unseen_organizations,201609060066,Jaysh al-Islam (Syria)
test_unseen_organizations,201609070016,Hizbul Mujahideen (HM)
test_unseen_organizations,201609100004,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201609110053,Free Syrian Army
test_unseen_organizations,201609160001,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201609230005,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201609230006,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201609230051,Free Syrian Army
test_unseen_organizations,201609230058,Jaysh al-Islam (Syria)
test_unseen_organizations,201609240035,Ahrar al-Sham
test_unseen_organizations,201609260013,Hizbul Mujahideen (HM)
test_unseen_organizations,201609270008,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201610100079,Free Syrian Army
test_unseen_organizations,201610100080,Free Syrian Army
test_unseen_organizations,201610100096,Free Syrian Army
test_unseen_organizations,201610120045,Free Syrian Army
test_unseen_organizations,201610120058,Jaysh al-Islam (Syria)
test_unseen_organizations,201610140014,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201610140080,Free Syrian Army
test_unseen_organizations,201610160017,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201610160020,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201610160025,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201610160040,Communist Party of India - Maoist (CPI-Maoist)
test_unseen_organizations,201610170064,Free Syrian Army
test_unseen_organizations,201610190071,Free Syrian Army
test_unseen_organizations,201610200065,Free Syrian Army
test_unseen_organizations,201610200081,Free Syrian Army
