样本编号,温度_oC,频率_Hz,磁通密度峰值B_m_T,实际磁芯损耗_w每m3,传统模型_五折预测,温度修正模型_五折预测,传统模型_相对误差_percent,温度修正模型_相对误差_percent,传统模型_全样本拟合,温度修正模型_全样本拟合
579,70,70840.0,0.027763,1061.171134,1459.6570825008287,1100.624843091152,37.55152545459541,3.7179402856949513,1476.415683640611,1102.985784992324
580,70,70830.0,0.0312685,1411.641315,1995.083966892779,1487.519360975951,41.33080023184068,5.375164722771729,1987.4992266441825,1491.8176637169538
581,70,70840.0,0.034749,1903.454728,2604.916572927603,1943.1659555462722,36.85203722521121,2.0862711869169455,2588.6794399776463,1951.2848678214255
582,70,70830.0,0.0440385,3470.119381,4697.052880817358,3557.662558024087,35.357097699151396,2.522771334710086,4681.607727880558,3562.259109173183
583,70,70840.0,0.055552500000000005,6251.862154,8343.918263206195,6419.97408450935,33.46292764736787,2.6889897180760807,8372.543800040192,6430.02800728261
584,70,70840.0,0.062538,8516.618515,11291.585440236871,8691.7135141535,32.58296611911672,2.0559215942936935,11260.386016959223,8688.74165035032
585,70,70840.0,0.0874805,19870.13212,26235.808249802,20386.601636284617,32.036405653260466,2.5992253758835013,26075.963851853532,20391.44012564051
586,70,70830.0,0.0982255,27104.88703,34801.71207965111,27231.022280452955,28.396447626334588,0.46535980878040645,34835.101570632156,27366.500026525562
587,70,70840.0,0.13985,72377.73703,84463.68725702821,67466.79825870425,16.69843618075359,-6.785151032368156,84332.3685925422,67191.5189818497
588,70,70840.0,0.1563675,98356.36393,112178.39214249485,89436.67047523009,14.05300852960765,-9.068750712580272,111504.86073267773,89236.8883166718
589,70,70830.0,0.1952335,181651.193,192007.9959543449,157082.83847036088,5.701478081866984,-13.525016887524172,194264.16173722502,156845.9413385641
590,70,70830.0,0.2181615,244958.5314,254844.87914475027,205924.23698563536,4.035927096822179,-15.93506222921642,256472.66344784194,207989.6738227619
591,70,70840.0,0.27554999999999996,453006.1537,467097.6400791594,376556.44518007024,3.110661138720726,-16.876086096295733,460132.1102628873,376643.2015764343
592,70,79460.0,0.0247585,875.1677313,1316.402394575568,1005.3791896426986,50.41715404887529,14.878457430015008,1333.3785759277764,1007.7558866555481
593,70,79460.0,0.02792,1194.215092,1810.9443802909911,1361.1711663529466,51.64306601234875,13.98040231373551,1801.0570502329201,1367.7521304166435
594,70,79460.0,0.044006500000000004,3909.69399,5652.530379859619,4335.010737220469,44.57730948553389,10.878517559387534,5622.061010453117,4347.536677107432
595,70,79460.0,0.055676,7082.300556,10091.4084479708,7891.231908457592,42.48771805400911,11.421872681925077,10126.561444890463,7904.547105295318
596,70,79470.0,0.068913,12346.53801,17141.778144046442,13654.255769681156,38.83874273227497,10.59177689018556,17270.448068338515,13596.10793992899
597,70,79470.0,0.087418,22679.30644,31408.582548971404,24943.984708706448,38.49004876787318,9.985659282385214,31314.35372244966,24886.70905706515
598,70,79460.0,0.0987695,31833.39317,42717.112655574005,33952.99639274712,34.18963045331559,6.658426927433696,42492.116354324615,33934.06036546011
599,70,79460.0,0.110555,43428.80689,56633.51741331661,45239.20767942353,30.40541858946889,4.1686634265801095,56336.19517753143,45192.27555644936
600,70,79460.0,0.13980599999999999,83971.54587,101886.00646364245,82236.57052636337,21.33396546179655,-2.066146723465852,101354.7588167496,82069.1655633443
601,70,79460.0,0.156578,116186.235,135272.68217278557,109732.89064499331,16.42745990760917,-5.554310590240477,134569.68900979942,109456.68311288876
602,70,79460.0,0.1957175,214516.687,236385.7582815788,193657.2383911224,10.194578140943786,-9.72392819439618,235165.33783937112,192986.31202021064
603,70,79460.0,0.27597700000000003,532551.5835,563969.5476138708,462061.03947598254,5.899515668958831,-13.236378635989428,555592.9376453505,462223.72909852467
604,70,89080.0,0.0247985,1039.644333,1617.3760112772657,1239.8971269433223,55.57012720015141,19.261663588880673,1608.8514102620686,1235.7576738861865
605,70,89090.0,0.02765,1432.160788,2088.3816637292252,1626.011149234276,45.820335344164256,13.53551660250288,2112.7876122512953,1629.9046339123483
606,70,89080.0,0.030979,1925.019466,2817.9888663909537,2179.7625461744506,46.38755171896811,13.233272944703334,2807.3669488420587,2175.5270903755627
607,70,89080.0,0.0392095,3365.229503,5072.760289671881,3961.3072291088106,50.74039631322823,17.71284025584066,5061.715482448166,3959.471388695986
608,70,89080.0,0.049774,6236.918915,9199.439817103608,7253.234669104822,47.49975015674238,16.29515739992304,9194.264141604413,7260.756603636223
609,70,89080.0,0.061338000000000004,10644.87113,15492.858210219692,12318.525940716896,45.542938200132944,15.722640417882602,15506.080152799585,12347.508923844001
610,70,89080.0,0.087758,26992.30288,38133.263751639606,30770.213727121394,41.27458454052294,13.996252427652795,37991.09145692667,30686.885536841997
611,70,89080.0,0.1111425,52190.9005,68270.74000342205,55598.9815325624,30.809660974180826,6.530029181164247,68604.82361633611,55938.47118971614
612,70,89080.0,0.124568,71823.63711,91549.32875617869,75071.58973109828,27.46406676115304,4.522122175634121,91256.08792300237,74746.30801227948
613,70,89080.0,0.1549845,133595.5401,156406.91367595308,130430.83287411615,17.074951423436826,-2.368871912576563,157630.89006426907,130240.80576195953
614,70,89090.0,0.1952835,251993.1817,284172.96732316056,234221.1627267816,12.770101717065852,-7.052579301282895,281091.75739557995,234399.87701273838
615,70,89080.0,0.219059,343065.9261,376261.9992210297,315156.01615211426,9.676295602540666,-8.135436318368233,374628.3555288677,313826.5702895166
616,70,89090.0,0.271163,614025.9364,641798.1860917545,542674.848846857,4.522976644045628,-11.620207441312742,639033.0542863538,539894.6288210069
617,70,99960.0,0.0221295,889.111964,1454.3292738125224,1139.653231019984,63.57099360913813,28.17882079697042,1456.3473945203916,1131.772740767988
618,70,99950.0,0.0246085,1232.242331,1911.3478429176175,1477.9788802110645,55.11136039016806,19.942225894126064,1899.170875622904,1482.136642776698
619,70,99950.0,0.030987,2184.525096,3373.074780661827,2678.354435931224,54.407691943577795,22.605798433511072,3380.5290826356877,2662.528554667964
620,70,99950.0,0.039376999999999995,3956.657481,6109.749124685056,4884.534567314552,54.41693282838539,23.451033878222926,6156.507207087501,4895.391212813436
621,70,99950.0,0.0440975,5307.631418,8147.452121075791,6559.595687199191,53.50448212068729,23.588003208989807,8172.472439668311,6527.761831223427
622,70,99950.0,0.049142000000000005,6953.236194,10756.555024222595,8580.520935957265,54.69854214796423,23.4032714631708,10716.115640365308,8596.48963413307
623,70,99950.0,0.0618065,12624.537,19089.517868646624,15382.954635161126,51.209647281691396,21.849653853928473,19018.41910222008,15396.539913758219
624,70,99950.0,0.078226,23246.27222,34416.0059080443,28024.03123945193,48.049569334537814,20.552796483822355,34289.06209056452,28020.650588311073
625,70,99950.0,0.087683,31824.85785,45825.066839573294,37566.674191098326,43.99142662493713,18.041922977821958,45620.258009696525,37450.171863125375
626,70,99950.0,0.0989405,44519.72675,61406.657081781996,51032.04519246282,37.93134316976012,14.627938933751025,61716.49689844994,50908.00284623967
627,70,99950.0,0.111037,61359.14384,82662.64023334459,68360.82963099092,34.71935079292429,11.410990038010484,82362.16035630085,68250.69342281099
628,70,99950.0,0.1373765,113538.8022,139185.30497678058,116351.49156955314,22.588315430353,2.4772935023557365,140284.63200993347,117238.49880822963
629,70,99950.0,0.2421375,540557.6199,575051.086909197,494978.93109943415,6.381089774588336,-8.431791010364018,579212.9000346737,495107.10645653174
630,70,99950.0,0.26923050000000004,709895.3756,749609.0312096518,647921.8904669585,5.594296987226609,-8.729946308026282,755229.0958224848,648296.4999112668
631,70,112160.0,0.019702,779.0517616,1320.3294058015945,1026.757920963371,69.47903475501165,31.795853828073927,1310.5039970628986,1030.3019481934039
632,70,112160.0,0.021878500000000002,1082.936759,1708.5444517196051,1337.9673756086793,57.76955002407534,23.549908569377443,1703.296977276218,1344.7095192637648
633,70,112160.0,0.024513,1425.887502,2268.8789969699856,1800.7984192324493,59.12047716159768,26.29316244841097,2263.7516395964853,1795.283215700419
634,70,112160.0,0.0277145,1940.259974,3076.7258649707946,2467.1023569461972,58.5728668425747,27.1531851404464,3077.5391407071247,2452.6208248109715
635,70,112160.0,0.0349295,3429.795709,5440.734569955022,4405.2328542237565,58.631447222299336,28.44009462908091,5490.378298770268,4416.010078875611
636,70,112160.0,0.043758500000000006,6122.652855,9635.193287261145,7865.794471142345,57.36958333988616,28.47036501046808,9648.459306994091,7830.375450844226
637,70,112160.0,0.055165,11109.72416,17326.772991674774,14127.389880564278,55.96042477867223,27.162382045714793,17224.497272260764,14108.366910483774
638,70,112160.0,0.0619515,15162.63384,22933.147520219794,18894.999246391748,51.247782952594164,24.615547969941264,23025.550570402822,18947.2632515339
639,70,112170.0,0.06954199999999999,20655.39012,30922.407569639643,25482.811745438907,49.706238371641284,23.37124400649619,30750.576652017815,25421.067139536837
640,70,112160.0,0.077956,27437.91214,40922.337896636775,33917.81198842566,49.14523265412269,23.61659230980269,40915.55422562186,33978.05277063963
641,70,112160.0,0.0879215,38275.28831,55442.39510031371,46172.00756247517,44.85167205345006,20.631377583671988,55283.90077913753,46130.584203500606
642,70,112160.0,0.098791,52867.36624,74217.25651843045,61939.64796073479,40.383873449471935,17.160457132571512,74002.74028375611,62037.412145741786
643,70,112160.0,0.11068700000000001,74679.12924,98833.24568002937,83205.5067169407,32.343864592213045,11.417349885721167,98352.8586939145,82824.526286075
644,70,112160.0,0.1224825,98749.56836,127309.72572123987,107679.37253128413,28.92180475880296,9.042879193891519,126710.23122664735,107135.81501781153
645,70,112160.0,0.1382915,137326.7257,170060.19040762642,144724.5992685135,23.836193967906137,5.387060334253268,171677.17566513296,145859.50338765117
646,70,112160.0,0.15483750000000002,186976.6489,228771.27165475875,195592.82069772808,22.35285689450537,4.608153931743762,227774.323374613,194393.23604070992
647,70,112160.0,0.17431,259966.3607,309252.472457359,262397.9211171151,18.9586497363153,0.9353365606872287,306348.00532287656,262687.76168382977
648,70,112160.0,0.26954500000000003,841850.3717,906395.132166212,794664.3537428685,7.667010983896431,-5.6050361849749955,911668.079334467,795424.799857938
649,70,125850.0,0.017728,727.9912483,1190.6404427736552,960.582302403997,63.55147751487813,31.949704704162574,1211.0235366917386,963.5954701008957
650,70,125860.0,0.017568,720.7782272,1186.9985868981094,948.2810462363439,64.68291384289327,31.56349768223741,1184.0151457397385,941.7757601159159
651,70,125860.0,0.019517,988.688982,1553.2502027880344,1226.691853424178,57.102003872440676,24.072572442622597,1540.5237540852293,1230.4894338340503
652,70,125860.0,0.0219235,1318.546035,2077.306903531774,1649.3635266908445,57.545269440044535,25.089567061710095,2060.647115451282,1653.5743046830503
653,70,125860.0,0.031120000000000002,3182.501773,4955.610040096492,4048.819145796695,55.7142900010096,27.221269133184396,4950.037996519942,4027.9667217901224
654,70,125860.0,0.035148,4235.971426,6717.668461474858,5514.728997486639,58.58625533313167,30.188059429243157,6712.1032330754915,5488.336143377891
655,70,125860.0,0.038954,5461.073831,8659.948310539392,7127.232701115676,58.575924415832944,30.509729801814068,8680.997048721667,7127.3738942955715
656,70,125860.0,0.043914,7458.482682,11741.640027649339,9648.33608014317,57.426658051860024,29.36057495216921,11716.367335640667,9665.523742134528
657,70,125850.0,0.048807500000000004,9835.249573,15364.020685260626,12655.99104462329,56.213836478927426,28.679917583046073,15259.174975642529,12641.119130604366
658,70,125860.0,0.055054000000000006,13517.14557,20670.907906806882,17156.38730900763,52.92361689648417,26.923152674219736,20627.13073488663,17170.40893799804
659,70,125850.0,0.0622495,18744.33817,27974.444031791765,23410.17334933432,49.24210061769157,24.891970775484154,28044.59822710319,23459.04157773993
660,70,125860.0,0.08826500000000001,46934.43446,67329.5078684959,57060.89604043288,43.45439258648714,21.57576137209705,67191.77819007244,56992.83922782047
661,70,125860.0,0.0988765,66263.00214,89515.0075542672,75927.23082580889,35.09047985049112,14.584652632234166,89262.38637800755,76056.40261605893
662,70,125860.0,0.1098505,88778.25308,115925.94752546998,99519.23396264746,30.579216760445387,12.098662127276297,116151.60156782091,99383.08036097579
663,70,125860.0,0.1234855,121961.4394,156492.35326593483,133599.99801412338,28.312976655418865,9.542818346011895,155651.6624280759,133802.5038171147
664,70,125860.0,0.1383035,166252.852,207769.12033698685,179545.3987663334,24.971763093114834,7.99537969209298,206674.82472465682,178466.91034326656
665,70,125850.0,0.155678,229363.5866,274587.3394914412,238963.75248444476,19.717058649902185,4.1855666920604175,277851.0780748391,241059.18294897652
666,70,125860.0,0.2158245,565501.9261,630438.6648469801,555840.9156234821,11.483026980087962,-1.7083956801253335,629235.2753594976,553067.8338651225
667,70,125860.0,0.243005,767746.9313,843355.1712191205,746909.4065550927,9.848068007396076,-2.7141137131768036,846631.1899954984,747671.320444298
668,70,141250.0,0.015655500000000003,684.4961366,1078.2750035283104,856.4958100515672,57.528281881074165,25.127924652126843,1068.290125936033,859.686442640791
669,70,141270.0,0.019424,1223.104389,1840.1554532437292,1497.00949449895,50.44958302767804,22.39425415870615,1832.9061040599438,1487.7481050968036
670,70,141260.0,0.021931,1651.460177,2482.843616921423,2032.1486438590427,50.34232441691041,23.051628623016008,2483.0613862354653,2025.2163537795957
671,70,141260.0,0.0245975,2196.263153,3313.452717338935,2700.2583333269235,50.867746099227816,22.947850290093346,3308.725406822512,2710.995808108225
672,70,141260.0,0.055323,16871.50322,25174.13495066028,21338.24946322573,49.21097795730546,26.475093445916027,25138.94384915605,21273.115383108412
673,70,141260.0,0.062071,22861.11287,33439.55734623339,28438.756839663518,46.27265757528011,24.39795473379121,33527.16167411445,28501.715362686842
674,70,141260.0,0.0700065,31500.34493,45359.437232064505,38715.32803133305,43.996636649097496,22.904457450755437,45301.98586861667,38696.51374835779
675,70,141260.0,0.0784185,41795.51008,60249.220390041875,51682.83309945363,44.15237491950684,23.65642386114798,60173.95661972387,51632.75822028313
676,70,141260.0,0.088101,59257.32724,79758.42402660275,69043.75423391684,34.59672877848608,16.515133992258075,80520.71393843454,69412.48318269441
677,70,141260.0,0.1097215,107555.0609,139394.11866999255,121372.02781147706,29.60256588910783,12.846412614952149,139431.43527730575,121251.07447036525
678,70,141260.0,0.15601199999999998,279113.5712,336748.3318249867,297792.1030583192,20.649214718294093,6.692090168892219,336363.1301405074,296633.2720615117
679,70,141260.0,0.1739985,383578.0985,435742.9563914605,387695.94149808836,13.599540248896789,1.073534441666861,441941.2693006155,391437.86475570744
680,70,141260.0,0.2166025,681198.4228,773484.7294813304,682201.009232864,13.547639511846862,0.14717979362650907,764425.1013043988,682999.6261803432
681,70,158510.0,0.0139555,684.0462375,965.8789371260716,790.0569711279935,41.200825934821644,15.497597650040953,964.5033104879532,785.2644741281738
682,70,158500.0,0.015524,922.4199793,1259.784968681763,1034.8858245717877,36.57390309756521,12.192477157437006,1258.898124162681,1029.2971993510605
683,70,158500.0,0.0195345,1607.580943,2235.1199519637094,1853.1874124496737,39.03623090932034,15.278015736572078,2237.0277163896776,1845.8448311540685
684,70,158500.0,0.0247165,2862.749609,4050.475579247523,3373.8962794104655,41.48899248867291,17.85509528334252,4030.1532681958906,3356.711449080279
685,70,158500.0,0.0278465,3828.618031,5366.552522194682,4531.338152469074,40.16944178662261,18.35440662346591,5430.955049796555,4544.964463096969
686,70,158500.0,0.030984499999999998,4951.620441,7125.937525486913,5988.521116336643,43.911222808665045,20.940633226872222,7094.086018854532,5962.0714023167075
687,70,158500.0,0.034748,6456.609337,9534.408686619137,7981.873077103775,47.66897281490483,23.62329297768036,9450.430630027173,7978.745119202008
688,70,158500.0,0.0389355,8635.440552,12569.518432160768,10636.048419549807,45.55735004451651,23.167409415915188,12562.689400835308,10654.50257998307
689,70,158500.0,0.043894,11710.85379,17017.84626361402,14498.327068499717,45.31687073188216,23.80247698831289,16956.14698665727,14449.424340698639
690,70,158500.0,0.055234000000000005,21146.58386,29894.05313515244,25846.255304595772,41.365874190671484,22.22425842258842,30131.075453078403,25912.64421370909
691,70,158500.0,0.062403,29086.50004,40908.58466645827,35345.71643821537,40.64457604112025,21.519317860889572,40889.315608521465,35335.98217173962
692,70,158500.0,0.070092,39467.02966,54166.325368544065,47283.797096448725,37.24449454437121,19.805816408755614,54684.015489997124,47476.31206504205
693,70,158500.0,0.07859250000000001,54462.48862,72848.89951564623,63588.11678371897,33.75977000230996,16.755804582106105,72817.16043248997,63508.18401856392
694,70,158500.0,0.0872555,71864.2914,95298.76940086675,83230.51647553741,32.60934957311322,15.81623481441217,94590.3400851793,82842.05647747406
695,70,158500.0,0.11011699999999999,134018.8582,170520.09753271518,150528.00697192567,27.235897860167857,12.318526656366997,169311.76239817694,149663.2316959308
696,70,158500.0,0.123503,183163.2986,225681.54811808886,200969.86672483952,23.213301924061795,9.721690022478942,225598.85302469417,200331.22738405137
697,70,158500.0,0.13854450000000001,248601.6049,302729.9206522437,267845.35479162616,21.773115975665895,7.740798736744662,300751.93063010386,268291.85869298
698,70,158500.0,0.155004,343043.1415,400910.4938891449,359514.26299257326,16.8688265085588,4.801472322271523,398274.4141835392,356880.377477976
699,70,158510.0,0.173133,458087.4588,525454.120576679,472431.1393427861,14.70606987433182,3.1312100489196104,525300.0712310188,472785.5952066534
700,70,177820.0,0.013846,972.3431556,1115.0966336241888,937.5999989208852,14.681388684851743,-3.5731373722352147,1137.688057612173,941.0830659720516
701,70,177820.0,0.015518500000000001,1240.280021,1512.0380797427524,1264.1004909758688,21.911024457496474,1.9205719331561109,1513.3106902427544,1257.4906986341314
702,70,177820.0,0.017384,1621.650775,2010.0443480688377,1669.8801292228898,23.950506425703008,2.9740900424685885,2010.3375445263293,1678.064348264862
703,70,177820.0,0.019604,2160.40164,2672.2794579801243,2269.791943772971,23.693641427717317,5.063424399778323,2715.5182589941537,2277.5638910391863
704,70,177820.0,0.022074,2872.931727,3600.903969402151,3069.14157724037,25.339002509548692,6.829603655261874,3654.169308592925,3079.346052551721
705,70,177820.0,0.024861,3816.746169,4900.330196256718,4175.356956128361,28.39025649800078,9.395720104235235,4920.144050938221,4165.850393971902
706,70,177820.0,0.0275605,4882.887341,6337.613843127896,5422.486507694732,29.7923421233383,11.05082155313917,6367.68624818743,5413.648154371022
707,70,177820.0,0.0307525,6331.884828,8458.572140520844,7154.053924955028,33.586955074048355,12.98458704301354,8376.311062327584,7152.47190513729
708,70,177820.0,0.055469500000000005,27276.82978,36294.87945907572,31941.97165687342,33.06120891544354,17.102947499764095,36640.37940562992,32030.464463540466
709,70,177820.0,0.062384999999999996,36943.64862,49379.78659328222,43261.281402294626,33.66245197164886,17.100727779428045,49160.79737605126,43177.138786376454
710,70,177820.0,0.06986049999999999,51429.63675,64534.928831259174,57325.64556765221,25.481984531534103,11.464224113253554,65251.18026445705,57567.89470084602
711,70,177820.0,0.077598,66137.61872,85577.39427416647,75525.79934142453,29.392917269166634,14.194917813975582,84863.2437492797,75184.44183604562
712,70,177820.0,0.098136,122500.5024,153087.56631486714,136276.00945939103,24.968929364053896,11.24526576585782,152704.67168073737,136559.2308136421
713,70,177820.0,0.1105705,168565.1232,206613.9769769386,184564.5933646083,22.572198242808632,9.491566144216657,205814.14089793238,184929.78784899652
714,70,177820.0,0.123771,227136.5654,274323.7423431139,245854.87314767716,20.774804294506552,8.240992688567427,272906.975904713,246318.19224610357
715,70,177820.0,0.13825300000000001,311926.6097,360854.0957591552,326169.6233547361,15.685576202111129,4.566142551427252,359950.2284094701,326315.50273079926
716,70,177820.0,0.15446549999999998,414834.4707,478534.42704387463,435908.67738501873,15.355511859076234,5.08014839014166,475032.8273271188,432549.99379022303
717,70,177820.0,0.17311300000000002,555290.0615,631457.3898329391,580726.785721489,13.716674151737756,4.580799474922539,631772.0525205081,577888.3449629721
718,70,199500.0,0.0131185,1126.803697,1210.160737422195,999.9349686964027,7.397654147224104,-11.259168623725,1195.9684777391808,1003.28735236081
719,70,199500.0,0.012345,1030.126905,1026.3480254935394,854.4913552802813,-0.36683630804310713,-17.049894422446794,1027.278805734502,859.6923373228433
720,70,199500.0,0.015557499999999998,1723.710939,1830.5700612518033,1539.721196107431,6.199364396549973,-10.674048573324566,1832.295143388291,1547.5677147032648
721,70,199500.0,0.0196925,2954.399924,3291.152419448693,2827.2701260840477,11.398338211191108,-4.303066652663242,3304.356403517137,2817.1940259263592
722,70,199500.0,0.0221805,3901.908918,4499.233512445613,3808.4990142835754,15.308522238693964,-2.393953976873036,4449.983523153321,3811.936072088912
723,70,199500.0,0.0246365,5014.948484,5835.776756852377,4999.9052712530265,16.3676312024181,-0.299967443234319,5787.109992211581,4978.114420865484
724,70,199500.0,0.027637000000000002,6523.680412,7707.015094845709,6649.350867300536,18.139065805078708,1.9263735708047829,7714.957532216191,6666.900714287534
725,70,199500.0,0.030967500000000002,8532.40745,10336.131237927475,8935.500521076076,21.139681836542795,4.724259518057531,10255.641318129063,8902.68088935271
726,70,199500.0,0.034804,11297.51022,13839.986831025719,12019.516624551443,22.50475159141497,6.390845332215532,13736.115520905205,11979.578118947782
727,70,199500.0,0.039101,14787.63776,18567.935869837926,16132.403644627027,25.563907983082256,9.093851948852633,18380.358157503284,16104.402740986836
728,70,199500.0,0.043968999999999994,19695.67725,24898.763109085226,21749.842781402927,26.417400087550813,10.42952473951068,24651.58178499945,21700.234930794388
729,70,199500.0,0.055707999999999994,35576.34905,44992.50585515953,39732.287154883634,26.46746239173053,11.681744237000725,44561.70873634616,39598.01782650052
730,70,199500.0,0.07809450000000001,85105.42578,103729.03708847452,93219.04581854762,21.882989407299473,9.533610770624138,103750.37772430468,93442.0748386201
731,70,199500.0,0.087034,112803.502,136788.85260647614,123146.63952881773,21.262948562072253,9.169163497085169,136065.4176359809,123076.3596086731
732,70,199500.0,0.110605,210884.5447,243969.77579824056,224679.61479553324,15.688788927281006,6.541527315412243,247830.25501207713,226321.35035576383
733,70,199500.0,0.123654,289045.561,329047.7671659688,300341.89497871854,13.839412038563982,3.9081499607318153,327587.408581966,300487.8004885412
734,70,199500.0,0.13728400000000002,377745.0985,428226.5198485301,391214.0776810375,13.36388520962638,3.5656264593562845,425539.97752017464,391965.7694836111
735,70,199500.0,0.154644,510097.3827,572475.195463353,532998.2252878586,12.22860866942318,4.4895040367864665,573216.4495586567,530500.0751621898
736,70,223850.0,0.013129,1627.797108,1458.949358454401,1236.8872107492703,-10.37277611047329,-24.014657313835805,1442.1573772606612,1229.627448948069
737,70,223850.0,0.012344,1429.962384,1233.8908971434362,1045.2119379185094,-13.711653470778554,-26.906333368381148,1236.0155092395266,1051.28072356007
738,70,223860.0,0.013817,1814.406296,1606.0194740717309,1394.66111616259,-11.485124494313881,-23.134023551548026,1638.853181727048,1400.1897188012363
739,70,223850.0,0.0154685,2341.428255,2169.817673238547,1856.4570657998424,-7.329311987031309,-20.712622228100575,2173.6290209646527,1865.4426487727656
740,70,223850.0,0.019701,4050.751571,3958.823390300224,3461.2394798896316,-2.269410480709422,-14.553153427891818,3980.8827061934026,3449.516074774448
741,70,223850.0,0.021968,5180.006426,5289.7040063626455,4547.222899819322,2.117711279508084,-12.21588303451803,5227.839789703375,4549.7178523429375
742,70,223850.0,0.0245765,6718.09878,7002.800176316361,6050.998032391462,4.23782688584345,-9.929903823303679,6922.06948273538,6051.156450614794
743,70,223850.0,0.0275345,8650.154327,9288.907880497281,8107.303806410092,7.384302399131997,-6.275616596752403,9198.561424604832,8077.697079684421
744,70,223860.0,0.034848000000000004,15028.79165,16737.38264049212,14744.028883106086,11.368784864963652,-1.894781520202345,16584.084380628574,14700.602033726664
745,70,223850.0,0.0392435,19653.1025,22521.65872033034,19932.009593673072,14.595945959831724,1.4191504556243542,22321.849079770607,19880.4027970153
746,70,223850.0,0.0497075,34840.65302,40102.48829056768,36147.85119665704,15.102573615790629,3.7519336273825066,40323.20268645744,36252.448756371625
747,70,223860.0,0.055602,47695.16791,53932.38524801085,48384.853758582205,13.077252080924378,1.4460287672823262,53376.14846578244,48202.55901297506
748,70,223850.0,0.061767,61750.05456,69296.4779162114,63032.98623705011,12.220917714135544,2.07762031336108,69432.93455008253,62965.68172310494
749,70,223850.0,0.0694145,82271.43987,93918.37148459256,85121.24292289549,14.156712989339049,3.4639032176883715,92980.79865851748,84713.00734826586
750,70,223850.0,0.07814399999999999,108493.6133,125020.5969355578,114186.78122027346,15.233139659436343,5.247468258367487,125055.2064170272,114474.03078425764
751,70,223850.0,0.0879625,147133.9964,168334.6003680413,154278.3358282428,14.409045147122306,4.855668712226178,168151.76184518772,154651.18700619665
752,70,223850.0,0.09862499999999999,197240.3054,224419.78585992192,206366.9305678763,13.7798815535204,4.627160330829764,223880.7343066908,206845.94513043633
753,70,223850.0,0.110226,268764.7929,298471.93150705023,276327.75417427614,11.053210610849407,2.8139702349667903,295698.01036143233,274411.1182455095
754,70,223850.0,0.12231700000000001,350464.588,386017.79406444303,357217.2338807625,10.14459300077503,1.9267698112662064,383653.11470541585,357513.0011525443
755,70,223850.0,0.13768950000000002,470806.2125,520569.0010100083,486901.8240331736,10.569696658369445,3.4187338879207316,515903.6317391849,483024.1169289677
756,70,251170.0,0.013255,2323.752022,1801.2348716382178,1537.052850558427,-22.48592558133909,-33.85469550939773,1777.4952496121623,1540.903567473487
757,70,251170.0,0.0123675,2008.202927,1514.6922877158545,1299.418166655485,-24.57473956685183,-35.294478999856324,1494.5429142694975,1292.0431450637318
758,70,251170.0,0.013875499999999999,2555.563955,1983.6399641729795,1740.324808619251,-22.379560867887598,-31.900557400871193,1993.046256624034,1730.914029544209
759,70,251170.0,0.015605500000000001,3297.341904,2624.036626778672,2324.054862186619,-20.419637903019467,-29.517322441833766,2674.13997060579,2333.3186175251826
760,70,251170.0,0.017614499999999998,4304.419927,3557.577712172681,3162.007192992918,-17.350589103601624,-26.540457329480294,3620.45156173565,3174.2907213723283
761,70,251170.0,0.021795000000000002,6931.464415,6075.848016366137,5433.872041934557,-12.343948513711922,-21.605713935782255,6168.076476509817,5454.013221585074
762,70,251170.0,0.024642499999999998,9096.516792,8364.138489640918,7432.64065468271,-8.051194969520397,-18.2913545411206,8386.251103443468,7451.73876522518
763,70,251170.0,0.027496,11581.25487,11001.796120365922,9824.040028493475,-5.003419371549321,-15.172922634302802,11031.067295972842,9844.687739354242
764,70,251170.0,0.0442865,34570.51095,36768.6462163316,33165.207718660124,6.358411275756973,-4.0650345994954975,36349.96720009489,33062.10460131031
765,70,251170.0,0.054857500000000003,59800.53034,61928.026076097645,57013.91718426741,3.55765362614951,-4.6598468941481075,62099.36541533526,56965.9243800595
766,70,251170.0,0.061764,79473.0787,84342.56638369994,77069.01653956293,6.127216616436361,-3.0250019248808444,83546.96495871124,77003.27272750915
767,70,251170.0,0.069321,105156.1819,111206.75476573779,103447.43229437825,5.753891741230851,-1.6249635301961736,111518.43637277777,103257.39110093219
768,70,251170.0,0.07842299999999999,140342.3796,153198.96406499928,141305.31945006063,9.160871079457808,0.6861361855237117,151842.0639838652,141286.24450597627
769,70,251170.0,0.08765400000000001,185278.196,200780.8698503751,186995.38260791564,8.367241361943696,0.9268152675210882,200586.62750216882,187470.9655799738
770,70,251170.0,0.09825249999999999,253345.1944,267494.31484936253,249958.0283780201,5.584917638904512,-1.3369766219571555,266884.3485240647,250569.90979590086
771,70,251170.0,0.10933200000000001,330637.0618,347673.8947200513,329999.0616541175,5.152729348398563,-0.19296086845474825,348672.68105422234,328754.23685917666
772,70,251170.0,0.122753,440869.5115,468088.64117010415,440247.68739558605,6.173965075855359,-0.1410449323878846,465824.94885562477,441243.52068169345
773,70,281850.0,0.013315500000000001,3219.780591,2150.954516013565,1917.43978730087,-33.195618296912556,-40.44812268697628,2163.904467864524,1906.9107859134958
774,70,281860.0,0.012457,2799.945547,1859.4475556035748,1618.419337604925,-33.58986721738646,-42.198185270460726,1831.6792547510322,1609.8723532981217
