年份,轮次,处理,日期,植物种名,植物群落功能群,放牧小区Block,重复,营养苗,生殖苗,株/丛数,丛幅1,丛幅2,鲜重(g),干重(g),备注：1、本表中放牧小区与附件14中放牧小区同义。,
2017,第二轮牧后,中牧（6天）,2017.7.22,黄花葱,PF,G11,笼3,16 ,,1,,,0.51,0.08,,
2017,第二轮牧后,中牧（6天）,2017.7.22,猪毛菜,AB,G11,笼3,16 ,,2,,,0.39,0.11,,
2017,第二轮牧后,中牧（6天）,2017.7.22,尖头叶藜,AB,G11,笼3,2 ,,55,,,1.3,0.2,,
2017,第二轮牧后,中牧（6天）,2017.7.22,大针茅,PB,G16,1,40 ,,13,5,5,126,70.22,,
2017,第二轮牧后,中牧（6天）,2017.7.22,羊草,PR,G16,1,,,,,,2.12,0.94,,
2017,第二轮牧后,中牧（6天）,2017.7.22,知母,PF,G16,1,22 ,,36,,,1.7,0.57,,
2017,第二轮牧后,中牧（6天）,2017.7.22,糙隐子草,PB,G16,1,9 ,,2,1,1,0.39,0.25,,
2017,第二轮牧后,中牧（6天）,2017.7.22,尖头叶藜,AB,G16,1,2 ,,3,,,0.1,0.01,,
2017,第二轮牧后,中牧（6天）,2017.7.22,银灰旋花,PF,G16,1,5 ,,2,,,0.32,0.17,,
2017,第二轮牧后,中牧（6天）,2017.7.22,大针茅,PB,G16,2,32 ,,17,7,7,194.82,110.09,,
2017,第二轮牧后,中牧（6天）,2017.7.22,羊草,PR,G16,2,,,21,,,4.23,1.89,,
2017,第二轮牧后,中牧（6天）,2017.7.22,知母,PF,G16,2,,,20,,,2.46,0.69,,
2017,第二轮牧后,中牧（6天）,2017.7.22,尖头叶藜,AB,G16,2,2 ,,,,,0.1,0.01,,
2017,第二轮牧后,中牧（6天）,2017.7.22,大针茅,PB,G16,3,49 ,,17,8,8,192.28,109.51,,
2017,第二轮牧后,中牧（6天）,2017.7.22,羊草,PR,G16,3,,,12,,,2.09,1.1,,
2017,第二轮牧后,中牧（6天）,2017.7.22,知母,PF,G16,3,,,27,,,1.97,0.47,,
2017,第二轮牧后,中牧（6天）,2017.7.22,糙隐子草,PB,G16,3,11 ,,9,3,3,1.73,0.94,,
2017,第二轮牧后,中牧（6天）,2017.7.22,大针茅,PB,G16,4,33 ,,16,10,8,137.23,77.84,,
2017,第二轮牧后,中牧（6天）,2017.7.22,羊草,PR,G16,4,27 ,,23,,,5.23,2.77,,
2017,第二轮牧后,中牧（6天）,2017.7.22,知母,PF,G16,4,19 ,,48,,,3.62,1.16,,
2017,第二轮牧后,中牧（6天）,2017.7.22,双齿葱,PF,G16,4,,,2,,,0.1,0.01,,
2017,第二轮牧后,中牧（6天）,2017.7.22,猪毛菜,AB,G16,4,5 ,,1,,,0.1,0.01,,
2017,第二轮牧后,中牧（6天）,2017.7.22,尖头叶藜,AB,G16,4,2 ,,5,,,0.1,0.01,,
2017,第二轮牧后,中牧（6天）,2017.7.22,大针茅,PB,G16,5,44 ,,13,5,5,189.61,111.02,,
2017,第二轮牧后,中牧（6天）,2017.7.22,羊草,PR,G16,5,,,32,,,7.64,3.54,,
2017,第二轮牧后,中牧（6天）,2017.7.22,知母,PF,G16,5,,,14,,,1.96,0.48,,
2017,第二轮牧后,中牧（6天）,2017.7.22,糙隐子草,PB,G16,5,7 ,,6,3,3,2.06,1.02,,
2017,第二轮牧后,中牧（6天）,2017.7.22,米氏冰草,PR,G16,5,21 ,,2,,,1,0.55,,
2017,第二轮牧后,中牧（6天）,2017.7.22,黄花葱,PF,G16,5,,,1,,,0.1,0.01,,
2017,第二轮牧后,中牧（6天）,2017.7.22,尖头叶藜,AB,G16,5,2 ,,,,,0.1,0.01,,
2017,第二轮牧后,中牧（6天）,2017.7.22,大针茅,PB,G16,笼1,41 ,,12,7,7,109.31,62.91,,
2017,第二轮牧后,中牧（6天）,2017.7.22,羊草,PR,G16,笼1,26 ,,66,,,20.01,9.8,,
2017,第二轮牧后,中牧（6天）,2017.7.22,知母,PF,G16,笼1,6 ,,82,,,8.62,2.85,,
2017,第二轮牧后,中牧（6天）,2017.7.22,糙隐子草,PB,G16,笼1,5 ,,4,2,2,1.78,0.83,,
2017,第二轮牧后,中牧（6天）,2017.7.22,黄花葱,PF,G16,笼1,11 ,,2,,,0.36,0.12,,
2017,第二轮牧后,中牧（6天）,2017.7.22,苔草,PR,G16,笼1,15 ,,25,0.5,0.5,2.24,1.15,,
2017,第二轮牧后,中牧（6天）,2017.7.22,大针茅,PB,G16,笼2,49 ,67,9,5,5,131.47,68.63,,
2017,第二轮牧后,中牧（6天）,2017.7.22,羊草,PR,G16,笼2,17 ,,11,,,2.13,0.99,,
2017,第二轮牧后,中牧（6天）,2017.7.22,知母,PF,G16,笼2,7 ,,5,,,1.55,0.44,,
2017,第二轮牧后,中牧（6天）,2017.7.22,糙隐子草,PB,G16,笼2,7 ,,6,2,2,0.77,0.34,,
2017,第二轮牧后,中牧（6天）,2017.7.22,猪毛菜,AB,G16,笼2,6 ,,4,,,0.7,0.14,,
2017,第二轮牧后,中牧（6天）,2017.7.22,尖头叶藜,AB,G16,笼2,3 ,,,,,0.1,0.01,,
2017,第二轮牧后,中牧（6天）,2017.7.22,大针茅,PB,G16,笼3,53 ,,5,8,8,193.69,101.95,,
2017,第二轮牧后,中牧（6天）,2017.7.22,羊草,PR,G16,笼3,17 ,,9,,,2.08,0.95,,
2017,第二轮牧后,中牧（6天）,2017.7.22,知母,PF,G16,笼3,8 ,,22,,,1.41,0.3,,
2017,第二轮牧后,中牧（6天）,2017.7.22,糙隐子草,PB,G16,笼3,4 ,,11,1,1,3.3,1.1,,
2017,第二轮牧后,中牧（6天）,2017.7.22,黄花葱,PF,G16,笼3,6 ,,1,,,0.1,0.01,,
2017,第二轮牧后,中牧（6天）,2017.7.22,蒙古葱,PF,G16,笼3,6 ,,1,,,0.1,0.01,,
2017,第二轮牧后,中牧（6天）,2017.7.22,猪毛菜,AB,G16,笼3,5 ,,4,,,0.1,0.01,,
2017,第二轮牧后,中牧（6天）,2017.7.22,尖头叶藜,AB,G16,笼3,2 ,,122,,,3.57,0.49,,
2017,第二轮牧后,重牧（12天）,2017.7.22,大针茅,PB,G9,1,47 ,29,11,8,8,180.62,101.02,,
2017,第二轮牧后,重牧（12天）,2017.7.22,羊草,PR,G9,1,,,80,,,7.25,3.43,,
2017,第二轮牧后,重牧（12天）,2017.7.22,糙隐子草,PB,G9,1,,,4,2,2,0.41,0.24,,
2017,第二轮牧后,重牧（12天）,2017.7.22,猪毛菜,AB,G9,1,5 ,,2,,,0.1,0.01,,
2017,第二轮牧后,重牧（12天）,2017.7.22,尖头叶藜,AB,G9,1,2 ,,31,,,0.72,0.09,,
2017,第二轮牧后,重牧（12天）,2017.7.22,大针茅,PB,G9,2,39 ,,9,10,8,113.67,67.95,,
2017,第二轮牧后,重牧（12天）,2017.7.22,羊草,PR,G9,2,12 ,,10,,,0.88,0.38,,
2017,第二轮牧后,重牧（12天）,2017.7.22,知母,PF,G9,2,7 ,,7,,,0.35,0.11,,
2017,第二轮牧后,重牧（12天）,2017.7.22,糙隐子草,PB,G9,2,,,12,1,1,0.98,0.49,,
2017,第二轮牧后,重牧（12天）,2017.7.22,猪毛菜,AB,G9,2,5 ,,1,,,0.1,0.01,,
2017,第二轮牧后,重牧（12天）,2017.7.22,尖头叶藜,AB,G9,2,2 ,,15,,,0.1,0.01,,
2017,第二轮牧后,重牧（12天）,2017.7.22,大针茅,PB,G9,3,40 ,,8,8,9,84.49,49.77,,
2017,第二轮牧后,重牧（12天）,2017.7.22,羊草,PR,G9,3,10 ,,31,,,3.04,1.34,,
2017,第二轮牧后,重牧（12天）,2017.7.22,糙隐子草,PB,G9,3,,,8,3,2,0.71,0.34,,
2017,第二轮牧后,重牧（12天）,2017.7.22,细叶葱,PF,G9,3,,,1,,,0.1,0.01,,
2017,第二轮牧后,重牧（12天）,2017.7.22,尖头叶藜,AB,G9,3,1 ,,68,,,1.62,0.3,,
2017,第二轮牧后,重牧（12天）,2017.7.22,大针茅,PB,G9,4,45 ,52,,6,6,224.46,121.77,,
2017,第二轮牧后,重牧（12天）,2017.7.22,羊草,PR,G9,4,,,,,,0.23,0.12,,
2017,第二轮牧后,重牧（12天）,2017.7.22,糙隐子草,PB,G9,4,12 ,,,,,0.39,0.18,,
2017,第二轮牧后,重牧（12天）,2017.7.22,猪毛菜,AB,G9,4,5 ,,,,,0.1,0.01,,
2017,第二轮牧后,重牧（12天）,2017.7.22,大针茅,PB,G9,5,37 ,,13,8,6,185.24,100.16,,
2017,第二轮牧后,重牧（12天）,2017.7.22,羊草,PR,G9,5,22 ,,48,,,3.97,2.2,,
2017,第二轮牧后,重牧（12天）,2017.7.22,糙隐子草,PB,G9,5,,,2,2,2,0.27,0.09,,
2017,第二轮牧后,重牧（12天）,2017.7.22,黄花葱,PF,G9,5,,,1,,,0.42,0.08,,
2017,第二轮牧后,重牧（12天）,2017.7.22,苔草,PR,G9,5,,,6,,,0.16,0.07,,
2017,第二轮牧后,重牧（12天）,2017.7.22,猪毛菜,AB,G9,5,3 ,,2,,,0.1,0.01,,
2017,第二轮牧后,重牧（12天）,2017.7.22,尖头叶藜,AB,G9,5,1 ,,,,,0.1,0.01,,
2017,第二轮牧后,重牧（12天）,2017.7.22,大针茅,PB,G9,笼1,49 ,62,8,7,7,183.14,98.31,,
2017,第二轮牧后,重牧（12天）,2017.7.22,羊草,PR,G9,笼1,13 ,,35,,,6.06,2.83,,
2017,第二轮牧后,重牧（12天）,2017.7.22,知母,PF,G9,笼1,7 ,,4,,,0.43,0.13,,
2017,第二轮牧后,重牧（12天）,2017.7.22,糙隐子草,PB,G9,笼1,7 ,,15,2,2,4.68,1.77,,
2017,第二轮牧后,重牧（12天）,2017.7.22,蒙古葱,PF,G9,笼1,12 ,,3,,,0.93,0.08,,
2017,第二轮牧后,重牧（12天）,2017.7.22,苔草,PR,G9,笼1,4 ,,11,,,0.55,0.37,,
2017,第二轮牧后,重牧（12天）,2017.7.22,猪毛菜,AB,G9,笼1,9 ,,3,,,1.51,0.29,,
2017,第二轮牧后,重牧（12天）,2017.7.22,尖头叶藜,AB,G9,笼1,3 ,,183,,,8.67,1.4,,
2017,第二轮牧后,重牧（12天）,2017.7.22,大针茅,PB,G9,笼2,36 ,62,10,9,12,234.53,131.67,,
2017,第二轮牧后,重牧（12天）,2017.7.22,羊草,PR,G9,笼2,17 ,,17,,,4.26,2.3,,
2017,第二轮牧后,重牧（12天）,2017.7.22,知母,PF,G9,笼2,10 ,,34,,,3.64,1.15,,
2017,第二轮牧后,重牧（12天）,2017.7.22,糙隐子草,PB,G9,笼2,6 ,,7,1,1,1.22,0.7,,
2017,第二轮牧后,重牧（12天）,2017.7.22,米氏冰草,PR,G9,笼2,17 ,,3,2,2,0.17,0.09,,
2017,第二轮牧后,重牧（12天）,2017.7.22,猪毛菜,AB,G9,笼2,3 ,,1,,,0.1,0.01,,
2017,第二轮牧后,重牧（12天）,2017.7.22,尖头叶藜,AB,G9,笼2,1 ,,12,,,0.1,0.01,,
2017,第二轮牧后,重牧（12天）,2017.7.22,大针茅,PB,G9,笼3,48 ,55,13,7,7,274.15,195.08,,
2017,第二轮牧后,重牧（12天）,2017.7.22,羊草,PR,G9,笼3,15 ,,16,,,2.53,1.23,,
2017,第二轮牧后,重牧（12天）,2017.7.22,知母,PF,G9,笼3,6 ,,25,,,2.78,0.77,,
2017,第二轮牧后,重牧（12天）,2017.7.22,糙隐子草,PB,G9,笼3,6 ,,3,2,2,0.37,0.22,,
2017,第二轮牧后,重牧（12天）,2017.7.22,米氏冰草,PR,G9,笼3,15 ,,3,,,0.5,0.28,,
2017,第二轮牧后,重牧（12天）,2017.7.22,黄花葱,PF,G9,笼3,5 ,,1,,,0.41,0.13,,
2017,第二轮牧后,重牧（12天）,2017.7.22,细叶葱,PF,G9,笼3,18 ,,5,,,2.94,0.66,,
2017,第二轮牧后,重牧（12天）,2017.7.22,尖头叶藜,AB,G9,笼3,2 ,,55,,,0.87,0.16,,
2017,第二轮牧后,重牧（12天）,2017.7.22,大针茅,PB,G13,1,46 ,,6,7,8,82.11,44.49,,
2017,第二轮牧后,重牧（12天）,2017.7.22,羊草,PR,G13,1,19 ,,54,,,4.92,2.55,,
2017,第二轮牧后,重牧（12天）,2017.7.22,知母,PF,G13,1,,,1,,,0.1,0.01,,
2017,第二轮牧后,重牧（12天）,2017.7.22,糙隐子草,PB,G13,1,,,39,3,3,1.9,0.92,,
2017,第二轮牧后,重牧（12天）,2017.7.22,米氏冰草,PR,G13,1,,,3,1,1,0.16,0.1,,
2017,第二轮牧后,重牧（12天）,2017.7.22,蒙古葱,PF,G13,1,,,4,,,0.1,0.01,,
2017,第二轮牧后,重牧（12天）,2017.7.22,猪毛菜,AB,G13,1,,,1,,,0.1,0.01,,
2017,第二轮牧后,重牧（12天）,2017.7.22,乳白花黄芪,PF,G13,1,,,2,,,0.1,0.01,,
2017,第二轮牧后,重牧（12天）,2017.7.22,尖头叶藜,AB,G13,1,1 ,,11,,,0.1,0.01,,
2017,第二轮牧后,重牧（12天）,2017.7.22,大针茅,PB,G13,2,43 ,,11,8,10,118.68,68.22,,
2017,第二轮牧后,重牧（12天）,2017.7.22,羊草,PR,G13,2,,,41,,,3.73,1.81,,
2017,第二轮牧后,重牧（12天）,2017.7.22,糙隐子草,PB,G13,2,,,5,1,1,0.92,0.36,,
2017,第二轮牧后,重牧（12天）,2017.7.22,蒙古葱,PF,G13,2,,,1,,,0.19,0.02,,
2017,第二轮牧后,重牧（12天）,2017.7.22,苔草,PR,G13,2,,,2,,,0.1,0.01,,
2017,第二轮牧后,重牧（12天）,2017.7.22,尖头叶藜,AB,G13,2,2 ,,53,,,1.53,0.23,,
2017,第二轮牧后,重牧（12天）,2017.7.22,大针茅,PB,G13,3,55 ,63,8,8,8,240.8,133.93,,
2017,第二轮牧后,重牧（12天）,2017.7.22,羊草,PR,G13,3,,,62,,,7.4,3.57,,
2017,第二轮牧后,重牧（12天）,2017.7.22,知母,PF,G13,3,,,3,,,0.36,0.05,,
2017,第二轮牧后,重牧（12天）,2017.7.22,糙隐子草,PB,G13,3,,,15,2,2,1.82,0.92,,
2017,第二轮牧后,重牧（12天）,2017.7.22,蒙古葱,PF,G13,3,20 ,,3,,,2.62,0.41,,
2017,第二轮牧后,重牧（12天）,2017.7.22,猪毛菜,AB,G13,3,4 ,,,,,0.1,0.01,,
2017,第二轮牧后,重牧（12天）,2017.7.22,尖头叶藜,AB,G13,3,2 ,,,,,0.1,0.01,,
2017,第二轮牧后,重牧（12天）,2017.7.22,大针茅,PB,G13,4,43 ,51,14,9,6,311.5,165.63,,
2017,第二轮牧后,重牧（12天）,2017.7.22,羊草,PR,G13,4,,,25,,,4.71,2.32,,
2017,第二轮牧后,重牧（12天）,2017.7.22,知母,PF,G13,4,,,2,,,0.1,0.01,,
2017,第二轮牧后,重牧（12天）,2017.7.22,糙隐子草,PB,G13,4,,,11,1,1,1.72,0.81,,
2017,第二轮牧后,重牧（12天）,2017.7.22,蒙古葱,PF,G13,4,,,10,,,3.2,1.33,,
2017,第二轮牧后,重牧（12天）,2017.7.22,苔草,PR,G13,4,11 ,,11,,,1.03,0.43,,
2017,第二轮牧后,重牧（12天）,2017.7.22,尖头叶藜,AB,G13,4,2 ,,,,,0.1,0.01,,
2017,第二轮牧后,重牧（12天）,2017.7.22,大针茅,PB,G13,5,43 ,39,10,6,6,217.04,117.95,,
2017,第二轮牧后,重牧（12天）,2017.7.22,羊草,PR,G13,5,,,64,,,6.77,3.51,,
2017,第二轮牧后,重牧（12天）,2017.7.22,知母,PF,G13,5,,,6,,,0.27,0.03,,
2017,第二轮牧后,重牧（12天）,2017.7.22,糙隐子草,PB,G13,5,,,27,2,2,2.91,1.5,,
2017,第二轮牧后,重牧（12天）,2017.7.22,苔草,PR,G13,5,,,1,,,0.1,0.01,,
2017,第二轮牧后,重牧（12天）,2017.7.22,尖头叶藜,AB,G13,5,2 ,,,,,0.1,0.01,,
2017,第二轮牧后,重牧（12天）,2017.7.22,大针茅,PB,G13,笼1,49 ,60,13,7,7,238.55,120.55,,
2017,第二轮牧后,重牧（12天）,2017.7.22,羊草,PR,G13,笼1,6 ,,59,,,8.23,3.97,,
2017,第二轮牧后,重牧（12天）,2017.7.22,知母,PF,G13,笼1,11 ,,3,,,0.22,0.05,,
2017,第二轮牧后,重牧（12天）,2017.7.22,糙隐子草,PB,G13,笼1,7 ,,59,2,2,10.76,4.63,,
2017,第二轮牧后,重牧（12天）,2017.7.22,米氏冰草,PR,G13,笼1,24 ,,2,,,0.38,0.29,,
2017,第二轮牧后,重牧（12天）,2017.7.22,蒙古葱,PF,G13,笼1,5 ,,3,,,0.52,0.07,,
2017,第二轮牧后,重牧（12天）,2017.7.22,猪毛菜,AB,G13,笼1,6 ,,4,,,1.01,0.24,,
2017,第二轮牧后,重牧（12天）,2017.7.22,尖头叶藜,AB,G13,笼1,3 ,,80,,,2.14,0.28,,
2017,第二轮牧后,重牧（12天）,2017.7.22,大针茅,PB,G13,笼2,46 ,62,6,7,8,232.75,125.64,,
2017,第二轮牧后,重牧（12天）,2017.7.22,羊草,PR,G13,笼2,17 ,,8,,,1.05,0.6,,
2017,第二轮牧后,重牧（12天）,2017.7.22,糙隐子草,PB,G13,笼2,6 ,,17,5,3,5,2.22,,
2017,第二轮牧后,重牧（12天）,2017.7.22,蒙古葱,PF,G13,笼2,17 ,,4,,,3.64,0.62,,
2017,第二轮牧后,重牧（12天）,2017.7.22,猪毛菜,AB,G13,笼2,11 ,,9,,,2.28,0.51,,
2017,第二轮牧后,重牧（12天）,2017.7.22,尖头叶藜,AB,G13,笼2,4 ,,97,,,7.64,1.27,,
2017,第二轮牧后,重牧（12天）,2017.7.22,狗尾草,AB,G13,笼2,5 ,,34,,,1.12,0.33,,
2017,第二轮牧后,重牧（12天）,2017.7.22,大针茅,PB,G13,笼3,35 ,47,11,7,7,241.65,125.98,,
2017,第二轮牧后,重牧（12天）,2017.7.22,羊草,PR,G13,笼3,20 ,,101,,,23.33,10.45,,
2017,第二轮牧后,重牧（12天）,2017.7.22,知母,PF,G13,笼3,8 ,,1,,,0.1,0.01,,
2017,第二轮牧后,重牧（12天）,2017.7.22,糙隐子草,PB,G13,笼3,2 ,,13,2,2,3.36,1.51,,
2017,第二轮牧后,重牧（12天）,2017.7.22,黄花葱,PF,G13,笼3,13 ,,1,,,0.1,0.01,,
2017,第二轮牧后,重牧（12天）,2017.7.22,双齿葱,PF,G13,笼3,17 ,,6,,,4.01,0.52,,
2017,第二轮牧后,重牧（12天）,2017.7.22,蒙古葱,PF,G13,笼3,16 ,,13,,,20,5,,
2017,第二轮牧后,重牧（12天）,2017.7.22,猪毛菜,AB,G13,笼3,6 ,,8,,,2.08,0.41,,
2017,第二轮牧后,重牧（12天）,2017.7.22,尖头叶藜,AB,G13,笼3,3 ,,67,,,3.43,0.57,,
2017,第二轮牧后,重牧（12天）,2017.7.22,多根葱,PF,G13,笼3,13 ,,12,,,1.77,0.37,,
2017,第二轮牧后,重牧（12天）,2017.7.22,大针茅,PB,G20,1,39 ,50,10,7,7,104.86,55.51,,
2017,第二轮牧后,重牧（12天）,2017.7.22,羊草,PR,G20,1,,,114,,,13.54,5.77,,
2017,第二轮牧后,重牧（12天）,2017.7.22,知母,PF,G20,1,3 ,,64,,,3.86,0.71,,
2017,第二轮牧后,重牧（12天）,2017.7.22,糙隐子草,PB,G20,1,4 ,,5,2,2,0.46,0.19,,
2017,第二轮牧后,重牧（12天）,2017.7.22,蒙古葱,PF,G20,1,22 ,,3,,,0.89,0.06,,
2017,第二轮牧后,重牧（12天）,2017.7.22,猪毛菜,AB,G20,1,3 ,,6,,,0.56,0.18,,
2017,第二轮牧后,重牧（12天）,2017.7.22,大针茅,PB,G20,2,33 ,,19,7,7,157.43,82.67,,
2017,第二轮牧后,重牧（12天）,2017.7.22,羊草,PR,G20,2,28 ,,33,,,8.71,4.05,,
2017,第二轮牧后,重牧（12天）,2017.7.22,知母,PF,G20,2,4 ,,27,,,4.53,1.01,,
2017,第二轮牧后,重牧（12天）,2017.7.22,糙隐子草,PB,G20,2,4 ,,22,3,3,3.39,1.6,,
2017,第二轮牧后,重牧（12天）,2017.7.22,蒙古葱,PF,G20,2,10 ,,2,,,0.1,0.01,,
2017,第二轮牧后,重牧（12天）,2017.7.22,猪毛菜,AB,G20,2,5 ,,1,,,0.1,0.01,,
2017,第二轮牧后,重牧（12天）,2017.7.22,尖头叶藜,AB,G20,2,1 ,,21,,,0.65,0.14,,
2017,第二轮牧后,重牧（12天）,2017.7.22,大针茅,PB,G20,3,47 ,55,8,6,6,106.57,54.41,,
2017,第二轮牧后,重牧（12天）,2017.7.22,羊草,PR,G20,3,9 ,,121,,,13.78,6.05,,
2017,第二轮牧后,重牧（12天）,2017.7.22,知母,PF,G20,3,5 ,,8,,,0.72,0.15,,
2017,第二轮牧后,重牧（12天）,2017.7.22,糙隐子草,PB,G20,3,5 ,,17,2,2,2.5,1.03,,
2017,第二轮牧后,重牧（12天）,2017.7.22,米氏冰草,PR,G20,3,7 ,,1,,,0.31,0.12,,
2017,第二轮牧后,重牧（12天）,2017.7.22,黄花葱,PF,G20,3,12 ,,,,,0.48,0.02,,
2017,第二轮牧后,重牧（12天）,2017.7.22,猪毛菜,AB,G20,3,3 ,,,,,0.1,0.01,,
2017,第二轮牧后,重牧（12天）,2017.7.22,尖头叶藜,AB,G20,3,2 ,,30,,,0.94,0.14,,
2017,第二轮牧后,重牧（12天）,2017.7.22,大针茅,PB,G20,4,34 ,,11,6,6,175.98,90,,
2017,第二轮牧后,重牧（12天）,2017.7.22,羊草,PR,G20,4,,,78,,,9.16,3.43,,
2017,第二轮牧后,重牧（12天）,2017.7.22,知母,PF,G20,4,12 ,,2,,,0.33,0.07,,
2017,第二轮牧后,重牧（12天）,2017.7.22,糙隐子草,PB,G20,4,,,2,1,1,0.61,0.19,,
2017,第二轮牧后,重牧（12天）,2017.7.22,蒙古葱,PF,G20,4,,,1,,,0.2,0.04,,
2017,第二轮牧后,重牧（12天）,2017.7.22,猪毛菜,AB,G20,4,5 ,,,,,0.1,0.01,,
2017,第二轮牧后,重牧（12天）,2017.7.22,尖头叶藜,AB,G20,4,2 ,,31,,,0.87,0.18,,
2017,第二轮牧后,重牧（12天）,2017.7.22,大针茅,PB,G20,5,42 ,,13,6,6,166.39,85.25,,
2017,第二轮牧后,重牧（12天）,2017.7.22,羊草,PR,G20,5,22 ,,75,,,19.01,8.46,,
2017,第二轮牧后,重牧（12天）,2017.7.22,知母,PF,G20,5,,,16,,,1.28,0.3,,
2017,第二轮牧后,重牧（12天）,2017.7.22,糙隐子草,PB,G20,5,5 ,,37,2,2,5.46,2.34,,
2017,第二轮牧后,重牧（12天）,2017.7.22,蒙古葱,PF,G20,5,,,,,,0.25,0.04,,
2017,第二轮牧后,重牧（12天）,2017.7.22,猪毛菜,AB,G20,5,2 ,,,,,0.1,0.01,,
2017,第二轮牧后,重牧（12天）,2017.7.22,尖头叶藜,AB,G20,5,2 ,,,,,0.1,0.01,,
2017,第二轮牧后,重牧（12天）,2017.7.22,大针茅,PB,G20,笼1,42 ,,12,7,6,201.25,100.3,,
2017,第二轮牧后,重牧（12天）,2017.7.22,羊草,PR,G20,笼1,22 ,,56,,,15.67,6.96,,
2017,第二轮牧后,重牧（12天）,2017.7.22,知母,PF,G20,笼1,11 ,,11,,,1.36,0.32,,
2017,第二轮牧后,重牧（12天）,2017.7.22,糙隐子草,PB,G20,笼1,6 ,,32,2,1,7.48,3.16,,
2017,第二轮牧后,重牧（12天）,2017.7.22,蒙古葱,PF,G20,笼1,23 ,,1,,,0.8,0.1,,
2017,第二轮牧后,重牧（12天）,2017.7.22,猪毛菜,AB,G20,笼1,15 ,,18,,,3.73,0.78,,
2017,第二轮牧后,重牧（12天）,2017.7.22,尖头叶藜,AB,G20,笼1,2 ,,72,,,1.88,0.44,,
2017,第二轮牧后,重牧（12天）,2017.7.22,大针茅,PB,G20,笼2,43 ,,11,10,10,127.64,64.96,,
2017,第二轮牧后,重牧（12天）,2017.7.22,羊草,PR,G20,笼2,17 ,,117,,,21.95,9.24,,
2017,第二轮牧后,重牧（12天）,2017.7.22,知母,PF,G20,笼2,7 ,,17,,,1.87,0.49,,
2017,第二轮牧后,重牧（12天）,2017.7.22,糙隐子草,PB,G20,笼2,4 ,,11,3,2,4.02,1.95,,
2017,第二轮牧后,重牧（12天）,2017.7.22,黄花葱,PF,G20,笼2,5 ,,1,,,0.11,0.02,,
2017,第二轮牧后,重牧（12天）,2017.7.22,猪毛菜,AB,G20,笼2,13 ,,4,,,2.25,0.44,,
2017,第二轮牧后,重牧（12天）,2017.7.22,尖头叶藜,AB,G20,笼2,2 ,,80,,,3.3,0.62,,
2017,第二轮牧后,重牧（12天）,2017.7.22,狗尾草,AB,G20,笼2,7 ,,4,,,0.16,0.05,,
2017,第二轮牧后,重牧（12天）,2017.7.22,大针茅,PB,G20,笼3,46 ,60,14,7,7,171.25,85.12,,
2017,第二轮牧后,重牧（12天）,2017.7.22,羊草,PR,G20,笼3,12 ,,35,,,4.04,1.94,,
2017,第二轮牧后,重牧（12天）,2017.7.22,知母,PF,G20,笼3,12 ,,26,,,3.9,0.72,,
2017,第二轮牧后,重牧（12天）,2017.7.22,糙隐子草,PB,G20,笼3,4 ,,35,2,2,10.75,4.16,,
2017,第二轮牧后,重牧（12天）,2017.7.22,黄花葱,PF,G20,笼3,20 ,,1,,,0.98,0.1,,
2017,第二轮牧后,重牧（12天）,2017.7.22,猪毛菜,AB,G20,笼3,5 ,,4,,,2.97,0.55,,
2017,第二轮牧后,重牧（12天）,2017.7.22,尖头叶藜,AB,G20,笼3,2 ,,64,,,3.01,0.62,,
2017,第二轮牧后,无牧（0天）,2017.7.22,大针茅,PB,G17,1,46 ,,10,6,6,66.52,38.35,,
2017,第二轮牧后,无牧（0天）,2017.7.22,羊草,PR,G17,1,45 ,,96,,,78.91,38.95,,
2017,第二轮牧后,无牧（0天）,2017.7.22,知母,PF,G17,1,33 ,,27,,,40.49,12.72,,
2017,第二轮牧后,无牧（0天）,2017.7.22,糙隐子草,PB,G17,1,20 ,,17,4,4,24.64,12.12,,
2017,第二轮牧后,无牧（0天）,2017.7.22,草木樨状黄芪,PF,G17,1,32 ,,1,,,2.63,1.16,,
2017,第二轮牧后,无牧（0天）,2017.7.22,大针茅,PB,G17,2,51 ,,9,5,5,14.56,8.25,,
2017,第二轮牧后,无牧（0天）,2017.7.22,羊草,PR,G17,2,44 ,,88,,,71.93,37.54,,
2017,第二轮牧后,无牧（0天）,2017.7.22,知母,PF,G17,2,35 ,33,17,,,21.5,5.69,,
2017,第二轮牧后,无牧（0天）,2017.7.22,糙隐子草,PB,G17,2,14 ,,17,2,2,10.25,5,,
2017,第二轮牧后,无牧（0天）,2017.7.22,米氏冰草,PR,G17,2,32 ,,47,4,4,47.86,25.53,,
2017,第二轮牧后,无牧（0天）,2017.7.22,大针茅,PB,G17,3,41 ,,23,4,4,58.88,35.35,,
2017,第二轮牧后,无牧（0天）,2017.7.22,羊草,PR,G17,3,35 ,,110,,,70.72,33.68,,
2017,第二轮牧后,无牧（0天）,2017.7.22,知母,PF,G17,3,32 ,,21,,,33.01,8.77,,
2017,第二轮牧后,无牧（0天）,2017.7.22,糙隐子草,PB,G17,3,19 ,,29,4,4,48.74,26.11,,
2017,第二轮牧后,无牧（0天）,2017.7.22,黄花葱,PF,G17,3,7 ,,2,,,2.23,0.47,,
2017,第二轮牧后,无牧（0天）,2017.7.22,蒙古葱,PF,G17,3,20 ,,1,,,0.1,0.01,,
