样本编号,温度_oC,频率_Hz,磁芯损耗_w每m3,励磁波形,磁芯材料,磁通密度峰值B_m_T
10364,90,177820.0,11047.05505,正弦波,材料4,0.034987103000000006
10365,90,177820.0,38397.1278,正弦波,材料4,0.055021327999999994
10366,90,177820.0,52846.20817,正弦波,材料4,0.0618624265
10367,90,177820.0,71543.58003,正弦波,材料4,0.0690714465
10368,90,177820.0,99718.93554,正弦波,材料4,0.077017476
10369,90,177820.0,183460.8634,正弦波,材料4,0.0963087085
10370,90,199500.0,1227.79702,正弦波,材料4,0.0121911135
10371,90,199500.0,2750.09621,正弦波,材料4,0.0174262055
10372,90,199500.0,4642.03883,正弦波,材料4,0.0220518245
10373,90,199500.0,6062.988616,正弦波,材料4,0.0246700885
10374,90,199500.0,8167.884752,正弦波,材料4,0.0277728595
10375,90,199500.0,10851.12541,正弦波,材料4,0.0311969055
10376,90,199500.0,19713.88103,正弦波,材料4,0.038779816499999994
10377,90,199500.0,26142.20861,正弦波,材料4,0.0434086415
10378,90,199500.0,35280.90151,正弦波,材料4,0.048733427499999996
10379,90,199500.0,66757.69142,正弦波,材料4,0.061747084
10380,90,199500.0,169627.44,正弦波,材料4,0.0864323515
10381,90,223850.0,1787.185994,正弦波,材料4,0.0124079095
10382,90,223850.0,1744.027165,正弦波,材料4,0.012305903
10383,90,223850.0,2242.676432,正弦波,材料4,0.01382709
10384,90,223850.0,4953.097559,正弦波,材料4,0.0196009275
10385,90,223850.0,6206.143921,正弦波,材料4,0.021884763
10386,90,223850.0,8326.878499,正弦波,材料4,0.024797
10387,90,223850.0,19538.67763,正弦波,材料4,0.034575798
10388,90,223850.0,26285.95712,正弦波,材料4,0.0390264585
10389,90,223850.0,63118.20689,正弦波,材料4,0.0551359675
10390,90,251170.0,5309.609099,正弦波,材料4,0.017499202499999998
10391,90,251170.0,6808.57255,正弦波,材料4,0.019566038
10392,90,251170.0,19670.90911,正弦波,材料4,0.0307461985
10393,90,251170.0,26038.65544,正弦波,材料4,0.0346001505
10394,90,251170.0,34458.41893,正弦波,材料4,0.038887415
10395,90,251170.0,45767.08282,正弦波,材料4,0.0437061915
10396,90,251170.0,149529.2394,正弦波,材料4,0.068917263
10397,90,281850.0,3408.52138,正弦波,材料4,0.0122501775
10398,90,281850.0,4360.999583,正弦波,材料4,0.0137725395
10399,90,281850.0,5716.169674,正弦波,材料4,0.015598273499999999
10400,90,281850.0,7278.547484,正弦波,材料4,0.017472805
10401,90,281850.0,12071.99807,正弦波,材料4,0.0221590425
10402,90,281850.0,20452.90182,正弦波,材料4,0.027558693500000002
10403,90,281850.0,26857.74657,正弦波,材料4,0.031014114500000002
10404,90,281860.0,46290.66935,正弦波,材料4,0.039109205999999994
10405,90,281860.0,105384.1442,正弦波,材料4,0.054338405
10406,90,281860.0,144222.5477,正弦波,材料4,0.061566762
10407,90,316230.0,13068.25434,正弦波,材料4,0.019773688499999997
10408,90,316230.0,35749.95788,正弦波,材料4,0.030975474000000003
10409,90,316230.0,47042.27708,正弦波,材料4,0.0349282185
10410,90,316230.0,61460.01182,正弦波,材料4,0.039177236000000004
10411,90,316230.0,81242.83568,正弦波,材料4,0.043725481499999996
10412,90,316230.0,138726.9703,正弦波,材料4,0.0547248555
10413,90,354820.0,7207.059643,正弦波,材料4,0.012919514
10414,90,354820.0,6609.000965,正弦波,材料4,0.01238675
10415,90,354820.0,8387.419219,正弦波,材料4,0.013902364
10416,90,354820.0,10671.07363,正弦波,材料4,0.0155853885
10417,90,354820.0,17928.41134,正弦波,材料4,0.019671888
10418,90,354820.0,22264.99204,正弦波,材料4,0.021775395500000003
10419,90,354820.0,28451.62043,正弦波,材料4,0.024577914
10420,90,354820.0,47870.06218,正弦波,材料4,0.031073069000000002
10421,90,354820.0,61903.48255,正弦波,材料4,0.034865543
10422,90,354820.0,82124.10162,正弦波,材料4,0.039074274500000006
10423,90,354820.0,137527.9411,正弦波,材料4,0.048867673
10424,90,398100.0,9812.489941,正弦波,材料4,0.0129924735
10425,90,398100.0,11372.76396,正弦波,材料4,0.0139529755
10426,90,398100.0,14592.39463,正弦波,材料4,0.015718368500000003
10427,90,398100.0,23426.55393,正弦波,材料4,0.019498875
10428,90,398100.0,49166.11579,正弦波,材料4,0.027751764999999998
10429,90,446680.0,15120.49185,正弦波,材料4,0.013953463499999999
10430,90,446690.0,39485.47472,正弦波,材料4,0.0219139465
10431,90,446690.0,50495.99039,正弦波,材料4,0.024760834500000002
10432,90,446690.0,64767.92221,正弦波,材料4,0.027780007500000002
10433,90,446680.0,139040.5959,正弦波,材料4,0.038970547999999994
10434,90,125860.0,139213.45,正弦波,材料4,0.107385
10435,90,251180.0,2475.38,正弦波,材料4,0.01233
10436,70,70840.0,238159.47,正弦波,材料4,0.16946
10437,70,446690.0,36937.05,正弦波,材料4,0.02191
10438,25,79470.0,95559.34,正弦波,材料4,0.08914
10439,50,141270.0,1885.21,正弦波,材料4,0.01758
10440,50,398100.0,32511.98,正弦波,材料4,0.024645
10441,70,177830.0,2767.84,正弦波,材料4,0.019540000000000002
10442,70,70840.0,6583.11,正弦波,材料4,0.044145000000000004
10443,25,281860.0,10676.47,正弦波,材料4,0.01974
10444,90,398100.0,37846.19,正弦波,材料4,0.024614999999999998
10445,50,354830.0,5155.71,正弦波,材料4,0.012945
10446,90,63030.0,694.36,正弦波,材料4,0.02198
10447,50,177830.0,249632.54,正弦波,材料4,0.09726
10448,90,281860.0,12101.86,正弦波,材料4,0.022155
10449,50,63030.0,141618.7,正弦波,材料4,0.137625
10450,90,70840.0,2588.99,正弦波,材料4,0.034995
10451,25,63030.0,7963.97,正弦波,材料4,0.035805000000000003
10452,90,354830.0,7220.56,正弦波,材料4,0.012920000000000001
10453,70,112160.0,1346.29,正弦波,材料4,0.019659999999999997
10454,50,141270.0,73473.14,正弦波,材料4,0.069515
10455,70,125860.0,33680.71,正弦波,材料4,0.061215000000000006
10456,50,50030.0,1302.35,正弦波,材料4,0.024085000000000002
10457,50,199510.0,27383.37,正弦波,材料4,0.03899
10458,50,63020.0,1456.28,正弦波,材料4,0.02225
10459,25,177830.0,255925.63,正弦波,材料4,0.08637500000000001
10460,25,141270.0,82490.89,正弦波,材料4,0.06221
10461,70,177830.0,6816.21,正弦波,材料4,0.027680000000000003
10462,25,223860.0,1880.22,正弦波,材料4,0.011695
10463,25,354830.0,39826.92,正弦波,材料4,0.0276
10464,25,79470.0,13206.25,正弦波,材料4,0.039695
10465,25,354830.0,180505.51,正弦波,材料4,0.048964999999999995
10466,25,446690.0,10633.61,正弦波,材料4,0.013940000000000001
10467,25,70840.0,106603.21,正弦波,材料4,0.09931999999999999
10468,25,177830.0,84139.11,正弦波,材料4,0.05541
10469,25,177830.0,1127.86,正弦波,材料4,0.011045
10470,25,99950.0,22046.61,正弦波,材料4,0.044035
10471,25,70840.0,6708.94,正弦波,材料4,0.031805
10472,25,398100.0,91873.66,正弦波,材料4,0.034855
10473,25,158510.0,71994.57,正弦波,材料4,0.05538
10474,25,158510.0,4510.9,正弦波,材料4,0.019685
10475,25,158510.0,223634.42,正弦波,材料4,0.08718000000000001
10476,25,354830.0,29366.24,正弦波,材料4,0.024545
10477,25,99960.0,6774.1,正弦波,材料4,0.02774
10478,25,158510.0,1731.49,正弦波,材料4,0.01395
10479,25,316240.0,44961.69,正弦波,材料4,0.031190000000000002
10480,25,70840.0,132026.41,正弦波,材料4,0.10879
10481,25,56190.0,2267.551692,三角波,材料4,0.021631019
10482,25,56190.0,2971.995079,三角波,材料4,0.024160521
10483,25,56180.0,4159.524154,三角波,材料4,0.0272076315
10484,25,56180.0,7469.071203,三角波,材料4,0.0346268025
10485,25,56190.0,9765.031653,三角波,材料4,0.0381809105
10486,25,56180.0,13389.93428,三角波,材料4,0.0431196265
10487,25,56190.0,18041.70224,三角波,材料4,0.048764543
10488,25,56180.0,41733.74685,三角波,材料4,0.068682138
10489,25,56180.0,95318.9969,三角波,材料4,0.0968206305
10490,25,56180.0,125251.1374,三角波,材料4,0.108517192
10491,25,56180.0,163132.3674,三角波,材料4,0.121418499
10492,25,56190.0,213708.3651,三角波,材料4,0.13675918999999997
10493,25,56190.0,359542.6947,三角波,材料4,0.1709663265
10494,25,56180.0,467485.5965,三角波,材料4,0.1925496525
10495,25,56190.0,596502.8611,三角波,材料4,0.215747342
10496,25,56190.0,999496.8395,三角波,材料4,0.271424859
10497,25,70790.0,2229.46503,三角波,材料4,0.019317304
10498,25,70780.0,3114.226337,三角波,材料4,0.0217466025
10499,25,70780.0,4055.363927,三角波,材料4,0.0243516225
10500,25,70770.0,5610.10665,三角波,材料4,0.027654065
10501,25,70790.0,7393.584729,三角波,材料4,0.0305384805
10502,25,70800.0,10055.90748,三角波,材料4,0.0344712665
10503,25,70790.0,24031.29062,三角波,材料4,0.048614938999999996
10504,25,70790.0,42834.70791,三角波,材料4,0.060911942999999996
10505,25,70780.0,56776.15236,三角波,材料4,0.068482533
10506,25,70780.0,75713.61128,三角波,材料4,0.07732907950000001
10507,25,70780.0,99335.79245,三角波,材料4,0.0867002265
10508,25,70770.0,129257.542,三角波,材料4,0.096927543
10509,25,70770.0,170409.5551,三角波,材料4,0.1090277945
10510,25,70790.0,219814.5546,三角波,材料4,0.1211541325
10511,25,70790.0,288513.8197,三角波,材料4,0.136517939
10512,25,70780.0,379231.7393,三角波,材料4,0.153941377
10513,25,70780.0,813966.8356,三角波,材料4,0.2173527235
10514,25,79430.0,6347.552354,三角波,材料4,0.027029979
10515,25,99930.0,1507.039199,三角波,材料4,0.013667478
10516,25,99930.0,9081.179415,三角波,材料4,0.027617739500000002
10517,25,112170.0,6191.620196,三角波,材料4,0.0217783855
10518,25,112170.0,14880.15408,三角波,材料4,0.0308261305
10519,25,112170.0,35963.88787,三角波,材料4,0.04328011
10520,25,112180.0,84646.16543,三角波,材料4,0.061254601000000006
10521,25,112170.0,112625.0501,三角波,材料4,0.0690080025
10522,25,112180.0,254616.8772,三角波,材料4,0.097364445
10523,25,112180.0,435199.7807,三角波,材料4,0.1226372295
10524,25,112180.0,571425.0815,三角波,材料4,0.137450434
10525,25,125890.0,1872.381803,三角波,材料4,0.012266104
10526,25,125890.0,2410.848153,三角波,材料4,0.0137712695
10527,25,125890.0,4205.965688,三角波,材料4,0.017140583
10528,25,125900.0,5731.18989,三角波,材料4,0.0193976705
10529,25,125890.0,10342.25086,三角波,材料4,0.024495136
10530,25,125890.0,13484.64589,三角波,材料4,0.027379012
10531,25,125890.0,18206.85275,三角波,材料4,0.030833108499999998
10532,25,125890.0,24116.20758,三角波,材料4,0.034224314500000005
10533,25,125900.0,44025.19138,三角波,材料4,0.0434507575
10534,25,125890.0,58544.19452,三角波,材料4,0.0487129705
10535,25,125890.0,102103.3285,三角波,材料4,0.061373682
10536,25,125890.0,133201.5268,三角波,材料4,0.0681556725
10537,25,125890.0,176400.521,三角波,材料4,0.0767577895
10538,25,125890.0,231947.9222,三角波,材料4,0.08659127750000001
10539,25,125890.0,303914.7573,三角波,材料4,0.0970032155
10540,25,125890.0,398135.032,三角波,材料4,0.109165155
10541,25,125890.0,522527.646,三角波,材料4,0.1223047035
10542,25,141280.0,1751.377711,三角波,材料4,0.010746938000000001
10543,25,141280.0,3041.491546,三角波,材料4,0.0136951045
10544,25,141290.0,3858.18904,三角波,材料4,0.0150412115
10545,25,141280.0,6996.769685,三角波,材料4,0.019218684
10546,25,141280.0,16414.05636,三角波,材料4,0.0270593665
10547,25,141290.0,21711.62525,三角波,材料4,0.0300555745
10548,25,141280.0,28987.41647,三角波,材料4,0.0337765015
10549,25,141290.0,39080.87273,三角波,材料4,0.0381375395
10550,25,141270.0,68511.70408,三角波,材料4,0.0478965565
10551,25,141280.0,91009.69578,三角波,材料4,0.0538865015
10552,25,141280.0,157572.0187,三角波,材料4,0.067419534
10553,25,141290.0,208120.2099,三角波,材料4,0.07586290700000001
10554,25,141290.0,270718.7181,三角波,材料4,0.08499617
10555,25,141280.0,468312.4816,三角波,材料4,0.107247448
10556,25,158750.0,2273.943417,三角波,材料4,0.0110198565
10557,25,158750.0,3031.988151,三角波,材料4,0.012496686
10558,25,158750.0,5187.178067,三角波,材料4,0.015478971000000001
10559,25,158760.0,9150.4835,三角波,材料4,0.019606625000000003
10560,25,158760.0,11873.18849,三角波,材料4,0.021854730000000003
10561,25,158750.0,15896.57104,三角波,材料4,0.024694340500000002
10562,25,158740.0,20952.06598,三角波,材料4,0.0274393455
10563,25,158760.0,27846.25716,三角波,材料4,0.0307651835
10564,25,158750.0,37384.59181,三角波,材料4,0.0347821675
10565,25,158750.0,49951.74674,三角波,材料4,0.038988341499999996
10566,25,158750.0,87439.94031,三角波,材料4,0.049127834499999995
10567,25,158760.0,150181.1506,三角波,材料4,0.0613890245
10568,25,158750.0,200008.6575,三角波,材料4,0.0691504155
10569,25,158750.0,261555.7838,三角波,材料4,0.07752183
10570,25,177890.0,2925.785534,三角波,材料4,0.0109392385
10571,25,177890.0,3739.350039,三角波,材料4,0.012011269
10572,25,177900.0,5008.711979,三角波,材料4,0.013591282
10573,25,177890.0,6494.210583,三角波,材料4,0.0153550205
10574,25,177890.0,11030.58456,三角波,材料4,0.0191656685
10575,25,177890.0,14715.51177,三角波,材料4,0.021649060999999997
10576,25,177900.0,19352.13987,三角波,材料4,0.024001142500000003
10577,25,177880.0,25430.48199,三角波,材料4,0.0269702345
10578,25,177890.0,44876.26706,三角波,材料4,0.034085603500000006
10579,25,177890.0,78812.69664,三角波,材料4,0.0429893275
10580,25,177890.0,102768.0721,三角波,材料4,0.0477433175
10581,25,177890.0,180016.1496,三角波,材料4,0.060591405
10582,25,177890.0,235974.9615,三角波,材料4,0.0678525355
10583,25,177890.0,310471.2202,三角波,材料4,0.07637922999999999
10584,25,177890.0,405185.5323,三角波,材料4,0.0856331485
10585,25,199170.0,6512.527311,三角波,材料4,0.013711252
10586,25,199160.0,8378.811796,三角波,材料4,0.015349943999999999
10587,25,199160.0,10750.99501,三角波,材料4,0.017150806499999997
10588,25,199170.0,14265.37161,三角波,材料4,0.0193172315
10589,25,199160.0,18603.00545,三角波,材料4,0.021489381000000002
10590,25,199160.0,24408.77162,三角波,材料4,0.024135984
10591,25,199170.0,32441.16565,三角波,材料4,0.0272072785
10592,25,199170.0,55940.18768,三角波,材料4,0.034166048500000004
10593,25,199170.0,74413.8012,三角波,材料4,0.0384603995
10594,25,199170.0,96962.67603,三角波,材料4,0.0426827875
10595,25,199160.0,168825.3839,三角波,材料4,0.054189908999999994
10596,25,199170.0,221040.4325,三角波,材料4,0.060736801
10597,25,199170.0,290806.6183,三角波,材料4,0.06826928900000001
10598,25,199170.0,381720.3346,三角波,材料4,0.0764243785
10599,25,224180.0,8415.017197,三角波,材料4,0.013506394500000001
10600,25,224180.0,10632.66922,三角波,材料4,0.015128489
10601,25,224180.0,13938.05882,三角波,材料4,0.017057668499999998
10602,25,224180.0,18015.7033,三角波,材料4,0.0188700285
10603,25,224180.0,23536.11182,三角波,材料4,0.0212343505
10604,25,224190.0,31150.85937,三角波,材料4,0.0239407705
10605,25,224180.0,40489.12143,三角波,材料4,0.0268086705
10606,25,224180.0,52668.87505,三角波,材料4,0.0300452035
10607,25,224180.0,69527.79475,三角波,材料4,0.033798007500000005
10608,25,224190.0,90816.99598,三角波,材料4,0.037568119999999997
10609,25,224190.0,119160.6365,三角波,材料4,0.0422611585
10610,25,224190.0,157758.0703,三角波,材料4,0.0476093455
10611,25,224180.0,204863.2618,三角波,材料4,0.053335251
10612,25,224180.0,270021.6336,三角波,材料4,0.0600254525
10613,25,224170.0,353591.5576,三角波,材料4,0.067277387
10614,25,251220.0,6707.105936,三角波,材料4,0.010932823000000001
10615,25,251230.0,11002.74219,三角波,材料4,0.0136825995
10616,25,251230.0,18175.81556,三角波,材料4,0.0170772035
10617,25,251230.0,31150.62203,三角波,材料4,0.0217105475
10618,25,251220.0,40589.31711,三角波,材料4,0.0243075185
10619,25,251230.0,52460.84587,三角波,材料4,0.027227484000000003
10620,25,251230.0,68638.96678,三角波,材料4,0.030592536500000003
10621,25,251220.0,116334.9531,三角波,材料4,0.038276992499999996
10622,25,251230.0,153842.3533,三角波,材料4,0.0431054305
10623,25,251220.0,200003.2959,三角波,材料4,0.048355947499999996
10624,25,251220.0,262205.1528,三角波,材料4,0.054326097000000004
10625,25,251230.0,344611.0948,三角波,材料4,0.060887352000000006
10626,25,282490.0,8907.131115,三角波,材料4,0.010975509500000001
10627,25,282490.0,11330.01485,三角波,材料4,0.012286
10628,25,282490.0,14372.76728,三角波,材料4,0.013832839999999999
10629,25,282480.0,18342.88845,三角波,材料4,0.0153183365
10630,25,282480.0,23997.16856,三角波,材料4,0.017270334
10631,25,282500.0,31367.26523,三角波,材料4,0.0194915425
10632,25,282480.0,40479.70479,三角波,材料4,0.021811674500000003
10633,25,282490.0,52391.6212,三角波,材料4,0.024471862
10634,25,282490.0,87675.48493,三角波,材料4,0.0305623525
10635,25,282480.0,114233.0727,三角波,材料4,0.034371967
10636,25,282490.0,150572.8329,三角波,材料4,0.038692482
10637,25,282480.0,256574.6549,三角波,材料4,0.048822148499999996
10638,25,282480.0,335325.5889,三角波,材料4,0.054691906
10639,25,316470.0,11593.78679,三角波,材料4,0.010915459
10640,25,316460.0,19004.39287,三角波,材料4,0.013627862000000001
10641,25,316470.0,24109.25125,三角波,材料4,0.0153430645
10642,25,316470.0,31290.16943,三角波,材料4,0.017293634
10643,25,316460.0,40392.48861,三角波,材料4,0.01937829
10644,25,316460.0,52065.54529,三角波,材料4,0.0217276495
10645,25,316460.0,67372.61793,三角波,材料4,0.0244272425
10646,25,316460.0,86133.26513,三角波,材料4,0.027088574
10647,25,316480.0,112128.1733,三角波,材料4,0.030577597499999998
10648,25,316470.0,146280.2933,三角波,材料4,0.034373561
10649,25,316460.0,323427.8243,三角波,材料4,0.048541311000000004
10650,25,354590.0,15283.07137,三角波,材料4,0.0107882445
10651,25,354590.0,19344.37915,三角波,材料4,0.011969602999999999
10652,25,354600.0,24412.47791,三角波,材料4,0.013431179
10653,25,354590.0,40340.96517,三角波,材料4,0.0169551305
10654,25,354590.0,51843.19654,三角波,材料4,0.0190184235
10655,25,354590.0,66815.1548,三角波,材料4,0.0213779955
10656,25,354600.0,85347.63498,三角波,材料4,0.023760537499999998
10657,25,354590.0,110023.8917,三角波,材料4,0.0267289585
10658,25,354580.0,183468.4187,三角波,材料4,0.033715574
10659,25,354590.0,310437.0568,三角波,材料4,0.042473936500000004
10660,25,396790.0,20576.25004,三角波,材料4,0.0110445285
10661,25,396800.0,25993.16386,三角波,材料4,0.012433244
10662,25,396800.0,33257.05894,三角波,材料4,0.013986471
10663,25,396800.0,42412.4717,三角波,材料4,0.0156453305
10664,25,396800.0,54351.81273,三角波,材料4,0.0175524565
10665,25,396800.0,69956.70454,三角波,材料4,0.019752870999999998
10666,25,396800.0,114626.1349,三角波,材料4,0.0246651035
10667,25,396800.0,148231.5235,三角波,材料4,0.02777071
10668,25,396800.0,190427.4043,三角波,材料4,0.0311460165
10669,25,396810.0,246333.5745,三角波,材料4,0.0349413895
10670,25,396800.0,318788.9456,三角波,材料4,0.0391328115
10671,25,446410.0,26132.27382,三角波,材料4,0.0105132695
10672,25,446410.0,33674.34107,三角波,材料4,0.01189964
10673,25,446400.0,53897.74844,三角波,材料4,0.014871424500000001
10674,25,446400.0,69121.59721,三角波,材料4,0.016746684499999998
10675,25,446400.0,112522.9554,三角波,材料4,0.020904084
10676,25,446410.0,144376.788,三角波,材料4,0.0235527975
10677,25,446410.0,184703.2653,三角波,材料4,0.026391799
10678,25,446410.0,237685.5084,三角波,材料4,0.029628876499999998
10679,25,446410.0,305299.3046,三角波,材料4,0.0332175005
10680,25,56180.0,6172.456194,三角波,材料4,0.0340577245
10681,25,56180.0,8288.309802,三角波,材料4,0.038539968
10682,25,56180.0,10906.57071,三角波,材料4,0.042987925
10683,25,56180.0,14796.9538,三角波,材料4,0.048498366
10684,25,56180.0,19702.41925,三角波,材料4,0.054414416
10685,25,56170.0,44406.25012,三角波,材料4,0.076699645
10686,25,56180.0,77030.27135,三角波,材料4,0.0973394325
10687,25,56180.0,100260.1726,三角波,材料4,0.1085912205
10688,25,56180.0,130844.9145,三角波,材料4,0.12201938
10689,25,56180.0,222126.8107,三角波,材料4,0.1527332015
10690,25,56180.0,487732.4502,三角波,材料4,0.217202617
10691,25,56180.0,625247.8986,三角波,材料4,0.2426591395
10692,25,56180.0,812588.5798,三角波,材料4,0.27289849499999996
10693,25,70800.0,7754.464836,三角波,材料4,0.0340803635
10694,25,70800.0,10646.5438,三角波,材料4,0.038512763
10695,25,70790.0,14471.59173,三角波,材料4,0.0432686595
10696,25,70790.0,25364.1843,三角波,材料4,0.0545405365
10697,25,70800.0,44821.99056,三角波,材料4,0.0688233825
10698,25,70800.0,77204.54187,三角波,材料4,0.08630700150000001
10699,25,70800.0,99947.14162,三角波,材料4,0.096874322
10700,25,70800.0,131010.8112,三角波,材料4,0.108792756
10701,25,70800.0,225182.2868,三角波,材料4,0.136561378
10702,25,70800.0,294938.4311,三角波,材料4,0.1536926945
10703,25,70800.0,386626.5349,三角波,材料4,0.1727009745
10704,25,70800.0,497232.7305,三角波,材料4,0.19286818449999998
10705,25,70790.0,809872.7715,三角波,材料4,0.24060221650000002
10706,25,70800.0,1057866.957,三角波,材料4,0.2712772065
10707,25,79430.0,3628.815909,三角波,材料4,0.0240770745
10708,25,79440.0,6528.863478,三角波,材料4,0.0303671935
10709,25,79430.0,8989.127865,三角波,材料4,0.034337714
10710,25,79430.0,21658.49537,三角波,材料4,0.048634786
10711,25,79430.0,28674.94507,三角波,材料4,0.05430686
10712,25,79430.0,51148.9829,三角波,材料4,0.068808167
10713,25,79440.0,67051.73226,三角波,材料4,0.07694338349999999
10714,25,79440.0,150276.0134,三角波,材料4,0.108151473
10715,25,79440.0,198637.7716,三角波,材料4,0.12172955199999999
10716,25,79430.0,577063.2423,三角波,材料4,0.193332148
10717,25,79440.0,722923.6239,三角波,材料4,0.214358199
10718,25,89200.0,3021.993253,三角波,材料4,0.02141139
10719,25,89200.0,4116.892845,三角波,材料4,0.024253446499999998
10720,25,89200.0,7521.064423,三角波,材料4,0.030526227
10721,25,89200.0,10282.88927,三角波,材料4,0.034277053
10722,25,89200.0,13797.94751,三角波,材料4,0.038649474
10723,25,89200.0,24540.40625,三角波,材料4,0.048258712
10724,25,89200.0,33229.75607,三角波,材料4,0.054469656
10725,25,89200.0,44030.58905,三角波,材料4,0.061156782
10726,25,89200.0,58246.76161,三角波,材料4,0.068323909
10727,25,89200.0,76845.73112,三角波,材料4,0.07664226
10728,25,89200.0,100777.4091,三角波,材料4,0.08606190350000001
10729,25,89200.0,131631.0167,三角波,材料4,0.09606526800000001
10730,25,89200.0,174132.2868,三角波,材料4,0.108177612
10731,25,89200.0,228994.1973,三角波,材料4,0.12165522200000001
10732,25,89200.0,301625.8225,三角波,材料4,0.1366544145
10733,25,89200.0,390516.7504,三角波,材料4,0.152697728
10734,25,89200.0,512370.2265,三角波,材料4,0.1718770785
10735,25,89190.0,841588.8967,三角波,材料4,0.21529835349999998
10736,25,89200.0,1421376.923,三角波,材料4,0.2714723575
10737,25,99910.0,2435.779863,三角波,材料4,0.0191676505
10738,25,99910.0,3351.55076,三角波,材料4,0.021718803000000002
10739,25,99910.0,6212.021797,三角波,材料4,0.027320225
10740,25,99910.0,8481.22719,三角波,材料4,0.0306869315
10741,25,99910.0,15182.00411,三角波,材料4,0.038637435
10742,25,99910.0,20705.29092,三角波,材料4,0.043280494
10743,25,99910.0,28247.80732,三角波,材料4,0.048798062
10744,25,99910.0,50140.9611,三角波,材料4,0.061284234
10745,25,99910.0,66356.81689,三角波,材料4,0.0686933385
10746,25,99910.0,115550.2953,三角波,材料4,0.08598270499999999
10747,25,99910.0,152208.7336,三角波,材料4,0.09686153950000001
10748,25,99910.0,201004.5552,三角波,材料4,0.108957672
10749,25,99910.0,265842.5814,三角波,材料4,0.1224284005
10750,25,99910.0,344635.6805,三角波,材料4,0.136774365
10751,25,99900.0,763269.6558,三角波,材料4,0.19275313100000002
10752,25,99910.0,975439.6675,三角波,材料4,0.216496346
10753,25,99910.0,1272730.114,三角波,材料4,0.24345008
10754,25,112160.0,2154.061619,三角波,材料4,0.01705636
10755,25,112160.0,3924.355926,三角波,材料4,0.021505917
10756,25,112170.0,5453.409106,三角波,材料4,0.0243262115
10757,25,112160.0,7502.417849,三角波,材料4,0.0273300215
10758,25,112170.0,10080.15654,三角波,材料4,0.030813022000000002
10759,25,112170.0,13377.16741,三角波,材料4,0.034418536
10760,50,56180.0,1548.063517,三角波,材料4,0.021708939
10761,50,56190.0,2062.715089,三角波,材料4,0.0242633495
10762,50,56180.0,2832.915696,三角波,材料4,0.027260198
10763,50,56180.0,3715.136319,三角波,材料4,0.030671699499999996
10764,50,56180.0,5062.153074,三角波,材料4,0.0347175325
10765,50,56180.0,8832.276823,三角波,材料4,0.0432199405
10766,50,56190.0,12010.23869,三角波,材料4,0.048883486500000004
10767,50,56180.0,21237.87329,三角波,材料4,0.061007279
10768,50,56200.0,38257.92394,三角波,材料4,0.076524556
10769,50,56180.0,159427.7303,三角波,材料4,0.136961005
10770,50,56180.0,207165.1792,三角波,材料4,0.15181222449999998
10771,50,56190.0,277925.7646,三角波,材料4,0.1713810765
10772,50,56190.0,476886.5206,三角波,材料4,0.216252997
10773,50,56180.0,631471.8561,三角波,材料4,0.24299348999999998
10774,50,56180.0,834688.0426,三角波,材料4,0.27189358350000004
10775,50,70790.0,1269.164465,三角波,材料4,0.017360313000000002
10776,50,70780.0,2213.1484,三角波,材料4,0.021769169499999998
10777,50,70790.0,2887.322007,三角波,材料4,0.0244079875
10778,50,70780.0,3960.284431,三角波,材料4,0.0277351095
10779,50,70780.0,7061.874693,三角波,材料4,0.034550316
10780,50,70770.0,9541.774566,三角波,材料4,0.039103215
10781,50,70780.0,30115.50083,三角波,材料4,0.061110178
10782,50,70770.0,40176.61614,三角波,材料4,0.068662263
10783,50,70770.0,72756.91641,三角波,材料4,0.086794295
10784,50,70790.0,96356.22793,三角波,材料4,0.09710157350000001
10785,50,70780.0,127253.1706,三角波,材料4,0.10942526
10786,50,70780.0,222492.0021,三角波,材料4,0.1368468305
10787,50,70780.0,296261.1625,三角波,材料4,0.154188256
10788,50,70800.0,392205.4016,三角波,材料4,0.17292001750000002
10789,50,70780.0,518998.0374,三角波,材料4,0.1942477345
10790,50,70780.0,677272.1024,三角波,材料4,0.217592566
10791,50,79430.0,2612.020775,三角波,材料4,0.021667384999999997
10792,50,79440.0,4709.784663,三角波,材料4,0.027214962500000002
10793,50,79430.0,464701.5434,三角波,材料4,0.1722071605
10794,50,112170.0,1758.462153,三角波,材料4,0.013809121
10795,50,112170.0,2256.543711,三角波,材料4,0.0155255735
10796,50,112170.0,3867.551384,三角波,材料4,0.019401804
10797,50,112170.0,27836.43375,三角波,材料4,0.0434747305
10798,50,112170.0,37345.61279,三角波,材料4,0.049013807
10799,50,112170.0,65400.17174,三角波,材料4,0.06144875599999999
10800,50,112180.0,263999.9751,三角波,材料4,0.10924163
10801,50,112170.0,468416.4441,三角波,材料4,0.13775191
10802,50,125890.0,1733.112627,三角波,材料4,0.012303756999999999
10803,50,125890.0,2950.546813,三角波,材料4,0.015632695500000002
10804,50,125890.0,3814.150235,三角波,材料4,0.017193967
10805,50,125890.0,4976.497958,三角波,材料4,0.0194306015
10806,50,125900.0,6721.338624,三角波,材料4,0.0219716065
10807,50,125890.0,8727.250704,三角波,材料4,0.0245575695
10808,50,125890.0,11272.05498,三角波,材料4,0.027426007
10809,50,125890.0,19681.07239,三角波,材料4,0.034334865
