维度,类别,年份,事件数,累计危害,平均危害,一级事件数,有效坐标数,已知死亡记录数,已记录死亡人数,已知受伤记录数,已记录受伤人数,一级占比,坐标覆盖率,死亡信息覆盖率,年度事件占比
归属记录,Ijaw extremists,2017,2,0.6020441416835156,0.3010220708417578,0,2,1,1.0,1,0.0,0.0,1.0,0.5,0.0001834862385321101
归属记录,Imam Shamil Battalion,2017,2,1.1016620472061531,0.5508310236030766,1,2,2,16.0,2,63.0,0.5,1.0,1.0,0.0001834862385321101
归属记录,Incel extremists,2015,1,0.7240436094788805,0.7240436094788805,1,1,1,10.0,1,7.0,1.0,1.0,1.0,6.682258603407952e-05
归属记录,Indian Mujahideen,2017,1,0.2124351779074609,0.2124351779074609,0,1,1,0.0,1,0.0,0.0,1.0,1.0,9.174311926605505e-05
归属记录,Indigenous People of Biafra (IPOB),2017,4,1.953795827037971,0.48844895675949274,0,4,4,5.0,4,8.0,0.0,1.0,1.0,0.0003669724770642202
归属记录,Indigenous People's Front of Tripura (IPFT),2017,1,0.1637704129758609,0.1637704129758609,0,1,1,1.0,1,0.0,0.0,1.0,1.0,9.174311926605505e-05
归属记录,Individuals Tending Toward Savagery,2017,1,0.6842552458713127,0.6842552458713127,0,1,1,0.0,1,1.0,0.0,1.0,1.0,9.174311926605505e-05
归属记录,Informal Anarchist Federation,2015,1,0.7098731530317183,0.7098731530317183,0,1,1,0.0,1,0.0,0.0,1.0,1.0,6.682258603407952e-05
归属记录,Informal Anarchist Federation,2016,1,0.7188101079404446,0.7188101079404446,0,1,1,0.0,1,0.0,0.0,1.0,1.0,7.359976448075366e-05
归属记录,Informal Anarchist Federation,2017,1,0.2199173580143061,0.2199173580143061,0,1,1,0.0,1,0.0,0.0,1.0,1.0,9.174311926605505e-05
归属记录,Informal Feminist Commando for Anti-authoritarian Action,2017,1,0.7319083029793781,0.7319083029793781,1,1,1,0.0,1,0.0,1.0,1.0,1.0,9.174311926605505e-05
归属记录,International Revolutionary Front,2015,1,0.7197408550483965,0.7197408550483965,1,1,1,0.0,1,0.0,1.0,1.0,1.0,6.682258603407952e-05
归属记录,Irish National Liberation Army (INLA),2016,2,0.5010671094139084,0.2505335547069542,0,2,2,2.0,2,0.0,0.0,1.0,1.0,0.0001471995289615073
归属记录,Irrintzi,2017,1,0.663974440981415,0.663974440981415,0,1,1,0.0,1,0.0,0.0,1.0,1.0,9.174311926605505e-05
归属记录,Islamic Front (Syria),2015,19,13.766511749112974,0.7245532499533144,14,19,18,32.0,16,85.0,0.7368421052631579,1.0,0.9473684210526315,0.0012696291346475108
归属记录,Islamic Movement (Nigeria),2015,1,0.1725901049022049,0.1725901049022049,0,1,1,7.0,1,0.0,0.0,1.0,1.0,6.682258603407952e-05
归属记录,Islamic Movement for the Liberation of Raja,2016,2,1.2433261970794205,0.6216630985397102,1,2,2,84.0,2,5.0,0.5,1.0,1.0,0.0001471995289615073
归属记录,Islamic Movement of Uzbekistan (IMU),2015,1,0.7454226201951135,0.7454226201951135,1,1,1,3.0,1,28.0,1.0,1.0,1.0,6.682258603407952e-05
归属记录,Islamic State in Bangladesh,2015,10,4.134621587471636,0.4134621587471636,2,10,10,8.0,10,120.0,0.2,1.0,1.0,0.0006682258603407952
归属记录,Islamic State in Bangladesh,2016,21,6.610709088771434,0.3147956708938778,1,21,21,49.0,21,48.0,0.047619047619047616,1.0,1.0,0.0015455950540958269
归属记录,Islamic State in Bangladesh,2017,4,2.6361437783548443,0.6590359445887111,3,4,4,9.0,4,43.0,0.75,1.0,1.0,0.0003669724770642202
归属记录,Islamic State in Egypt,2015,6,3.2911983636407762,0.5485330606067961,3,6,6,5.0,6,51.0,0.5,1.0,1.0,0.0004009355162044771
归属记录,Islamic State in Egypt,2016,7,4.049688783598731,0.578526969085533,4,7,7,39.0,7,52.0,0.5714285714285714,1.0,1.0,0.0005151983513652757
归属记录,Islamic State in Egypt,2017,9,6.233230138515038,0.6925811265016709,6,9,8,98.0,9,165.0,0.6666666666666666,1.0,0.8888888888888888,0.0008256880733944954
归属记录,Islamic State in the Greater Sahara (ISGS),2016,4,1.8281021420271548,0.4570255355067887,0,4,4,14.0,4,8.0,0.0,1.0,1.0,0.0002943990579230146
归属记录,Islamic State in the Greater Sahara (ISGS),2017,4,2.6449053345781803,0.6612263336445451,2,4,4,61.0,4,34.0,0.5,1.0,1.0,0.0003669724770642202
归属记录,Islamic State of Iraq and the Levant (ISIL),2015,1221,632.9097819881506,0.5183536298019251,364,1215,1100,8461.0,985,7602.0,0.29811629811629814,0.995085995085995,0.9009009009009009,0.08159037754761109
归属记录,Islamic State of Iraq and the Levant (ISIL),2016,1454,752.3664555583107,0.5174459804390033,500,1447,1295,11690.0,1230,8617.0,0.343878954607978,0.9951856946354883,0.890646492434663,0.10701405755501582
归属记录,Islamic State of Iraq and the Levant (ISIL),2017,1315,588.4123061995055,0.4474618298095098,296,1312,1176,7053.0,1154,4207.0,0.22509505703422053,0.9977186311787072,0.8942965779467681,0.12064220183486239
归属记录,Israeli extremists,2015,11,4.681866256702997,0.4256242051548179,2,11,11,0.0,11,9.0,0.18181818181818182,1.0,1.0,0.0007350484463748748
归属记录,Israeli extremists,2016,2,0.9429059810655492,0.4714529905327746,0,2,2,0.0,2,1.0,0.0,1.0,1.0,0.0001471995289615073
归属记录,Israeli settlers,2015,11,6.407815575860421,0.5825286887145837,0,11,11,0.0,10,8.0,0.0,1.0,1.0,0.0007350484463748748
归属记录,Israeli settlers,2016,4,2.854100951521738,0.7135252378804345,1,4,4,0.0,4,2.0,0.25,1.0,1.0,0.0002943990579230146
归属记录,Israeli settlers,2017,4,2.408716164011534,0.6021790410028836,0,4,4,1.0,4,0.0,0.0,1.0,1.0,0.0003669724770642202
归属记录,Jabha East Africa,2016,5,2.425635152361054,0.48512703047221084,1,5,5,15.0,5,7.0,0.2,1.0,1.0,0.0003679988224037683
归属记录,Jabha East Africa,2017,12,5.922018936914746,0.49350157807622885,2,12,12,30.0,11,19.0,0.16666666666666666,1.0,1.0,0.0011009174311926607
归属记录,Jai Shri Ram Hindu Bhai Group,2015,1,0.7444156065847765,0.7444156065847765,1,1,1,0.0,1,0.0,1.0,1.0,1.0,6.682258603407952e-05
归属记录,Jaish al-Adl,2015,3,1.2734462498956334,0.4244820832985445,0,3,3,13.0,3,4.0,0.0,1.0,1.0,0.00020046775810223855
归属记录,Jaish al-Adl,2017,2,0.9675777632358238,0.4837888816179119,0,2,2,11.0,2,6.0,0.0,1.0,1.0,0.0001834862385321101
归属记录,Jaish al-Fatah (Syria),2015,7,2.957571514770602,0.4225102163958003,0,7,5,31.0,4,16.0,0.0,1.0,0.7142857142857143,0.0004677581022385566
归属记录,Jaish al-Fatah (Syria),2016,8,4.87630930398489,0.6095386629981112,4,8,8,16.0,8,111.0,0.5,1.0,1.0,0.0005887981158460292
归属记录,Jaish al-Mujahideen (Syria),2016,2,1.059724572151954,0.529862286075977,1,2,2,7.0,2,13.0,0.5,1.0,1.0,0.0001471995289615073
归属记录,Jaish al-Sunnah,2016,2,1.0886932875282385,0.5443466437641192,0,2,2,86.0,0,,0.0,1.0,1.0,0.0001471995289615073
归属记录,Jaish al-Umar (JaU),2016,1,0.2725686926805155,0.2725686926805155,0,1,1,1.0,1,0.0,0.0,1.0,1.0,7.359976448075366e-05
归属记录,Jaish-e-Islam,2015,5,2.1634694720266405,0.4326938944053281,1,5,5,8.0,5,10.0,0.2,1.0,1.0,0.0003341129301703976
归属记录,Jaish-e-Islam,2016,2,0.7343930497432236,0.3671965248716118,0,2,2,5.0,2,6.0,0.0,1.0,1.0,0.0001471995289615073
归属记录,Jaish-e-Mohammad (JeM),2015,3,1.7426298179314963,0.5808766059771654,1,3,3,14.0,3,6.0,0.3333333333333333,1.0,1.0,0.00020046775810223855
归属记录,Jaish-e-Mohammad (JeM),2016,3,1.3972757026662337,0.46575856755541123,0,3,3,19.0,3,8.0,0.0,1.0,1.0,0.00022079929344226098
归属记录,Jaish-e-Mohammad (JeM),2017,8,4.491875080188222,0.5614843850235277,1,8,8,31.0,8,47.0,0.125,1.0,1.0,0.0007339449541284404
归属记录,Jama'atul Mujahideen Bangladesh (JMB),2015,10,5.7622549388386926,0.5762254938838692,4,10,10,7.0,10,10.0,0.4,1.0,1.0,0.0006682258603407952
归属记录,Jama'atul Mujahideen Bangladesh (JMB),2016,1,0.2430713084066688,0.2430713084066688,0,1,1,2.0,1,1.0,0.0,1.0,1.0,7.359976448075366e-05
归属记录,Jama'atul Mujahideen Bangladesh (JMB),2017,3,1.1592066253420492,0.38640220844734974,1,3,3,1.0,3,0.0,0.3333333333333333,1.0,1.0,0.00027522935779816516
归属记录,Jamaah Ansharut Daulah,2015,1,0.1769973894114641,0.1769973894114641,0,1,1,0.0,1,0.0,0.0,1.0,1.0,6.682258603407952e-05
归属记录,Jamaah Ansharut Daulah,2016,5,3.4380168774596305,0.6876033754919261,3,5,5,11.0,5,32.0,0.6,1.0,1.0,0.0003679988224037683
归属记录,Jamaah Ansharut Daulah,2017,9,4.212149001084794,0.4680165556760882,3,9,9,16.0,9,16.0,0.3333333333333333,1.0,1.0,0.0008256880733944954
归属记录,Jamaat Nusrat al-Islam wal Muslimin (JNIM),2017,59,31.499148624985,0.5338838749997458,23,59,56,161.0,50,149.0,0.3898305084745763,1.0,0.9491525423728814,0.005412844036697248
归属记录,Jamaat-E-Islami (Bangladesh),2015,25,9.680065793587449,0.38720263174349795,2,25,25,27.0,25,79.0,0.08,1.0,1.0,0.001670564650851988
归属记录,Jamaat-E-Islami (Bangladesh),2016,4,1.065084580262314,0.2662711450655785,0,4,4,4.0,4,3.0,0.0,1.0,1.0,0.0002943990579230146
归属记录,Jamaat-ul-Ahrar,2015,6,3.2440706572076694,0.5406784428679449,3,6,5,16.0,5,49.0,0.5,1.0,0.8333333333333334,0.0004009355162044771
归属记录,Jammu and Kashmir Islamic Front,2016,1,0.3415320684120411,0.3415320684120411,0,1,1,0.0,1,3.0,0.0,1.0,1.0,7.359976448075366e-05
归属记录,Janatantrik Terai Mukti Morcha (JTMM),2016,3,0.8232472906500261,0.2744157635500087,0,3,3,0.0,3,4.0,0.0,1.0,1.0,0.00022079929344226098
归属记录,Janatantrik Terai Mukti Morcha- Goit (JTMM-G),2017,7,2.0497601739388926,0.2928228819912704,1,7,7,0.0,7,0.0,0.14285714285714285,1.0,1.0,0.0006422018348623853
归属记录,Janatantrik Tiger Janashakti Party,2016,1,0.253355814033381,0.253355814033381,0,1,1,1.0,1,0.0,0.0,1.0,1.0,7.359976448075366e-05
归属记录,Janjaweed,2015,66,35.70761960593417,0.5410245394838511,29,66,51,31.0,41,55.0,0.4393939393939394,1.0,0.7727272727272727,0.004410290678249248
归属记录,Janjaweed,2016,31,14.209105811238272,0.4583582519754281,9,31,13,17.0,15,50.0,0.2903225806451613,1.0,0.41935483870967744,0.0022815926989033634
归属记录,Janjaweed,2017,11,6.115521510648364,0.5559565009680331,5,11,8,5.0,8,6.0,0.45454545454545453,1.0,0.7272727272727273,0.0010091743119266055
归属记录,Jaysh al-Islam (Syria),2015,10,6.916974180162941,0.6916974180162941,7,10,9,49.0,8,30.0,0.7,1.0,0.9,0.0006682258603407952
归属记录,Jaysh al-Islam (Syria),2016,19,7.529891618000037,0.3963100851578967,2,19,19,89.0,18,62.0,0.10526315789473684,1.0,1.0,0.0013983955251343195
归属记录,Jaysh al-Islam (Syria),2017,2,1.3461986156208048,0.6730993078104024,1,2,2,155.0,2,55.0,0.5,1.0,1.0,0.0001834862385321101
归属记录,Jemaah Islamiya (JI),2017,1,0.1660881864570587,0.1660881864570587,0,1,1,0.0,1,0.0,0.0,1.0,1.0,9.174311926605505e-05
归属记录,Jewish Extremists,2015,1,0.4602999276604514,0.4602999276604514,0,1,1,1.0,1,5.0,0.0,1.0,1.0,6.682258603407952e-05
归属记录,Jharkhand Janmukti Parishad (JJP),2015,1,0.3035622143741807,0.3035622143741807,0,1,1,0.0,1,2.0,0.0,1.0,1.0,6.682258603407952e-05
归属记录,Jharkhand Janmukti Parishad (JJP),2016,1,0.1468609865398784,0.1468609865398784,0,1,1,0.0,1,0.0,0.0,1.0,1.0,7.359976448075366e-05
归属记录,Jharkhand Janmukti Parishad (JJP),2017,2,1.4196929405256957,0.7098464702628479,1,2,2,0.0,2,0.0,0.5,1.0,1.0,0.0001834862385321101
归属记录,Jharkhand Kranti Raksha Dal (Utari Chotanagpur),2016,1,0.6834178365142247,0.6834178365142247,0,1,1,0.0,1,3.0,0.0,1.0,1.0,7.359976448075366e-05
归属记录,Jharkhand Liberation Tigers (JLT),2017,1,0.6875862746394845,0.6875862746394845,0,1,1,0.0,1,0.0,0.0,1.0,1.0,9.174311926605505e-05
归属记录,Jharkhand Prastuti Committee (JPC),2016,2,1.026845444773206,0.513422722386603,0,2,2,2.0,1,1.0,0.0,1.0,1.0,0.0001471995289615073
归属记录,Jharkhand Prastuti Committee (JPC),2017,1,0.2464506464423971,0.2464506464423971,0,1,1,0.0,1,0.0,0.0,1.0,1.0,9.174311926605505e-05
归属记录,Jharkhand Sangharsh Jan Mukti Morcha,2015,1,0.7074363275692811,0.7074363275692811,0,1,1,0.0,0,,0.0,1.0,1.0,6.682258603407952e-05
归属记录,Jharkhand Sangharsh Jan Mukti Morcha,2017,1,0.6837418345804522,0.6837418345804522,0,1,1,0.0,1,0.0,0.0,1.0,1.0,9.174311926605505e-05
归属记录,Jihadi-inspired extremists,2015,13,5.44044916557029,0.41849608965925306,4,13,13,31.0,13,38.0,0.3076923076923077,1.0,1.0,0.0008686936184430338
归属记录,Jihadi-inspired extremists,2016,36,13.852530993181082,0.3847925275883634,8,35,36,166.0,36,625.0,0.2222222222222222,0.9722222222222222,1.0,0.0026495915213071318
归属记录,Jihadi-inspired extremists,2017,27,11.149896318923812,0.41295912292310416,2,27,27,43.0,27,120.0,0.07407407407407407,1.0,1.0,0.002477064220183486
归属记录,Jordanian extremists,2017,1,0.3035870299636592,0.3035870299636592,0,1,1,1.0,1,2.0,0.0,1.0,1.0,9.174311926605505e-05
归属记录,Jund al-Aqsa,2016,5,1.2143843127696838,0.24287686255393676,0,5,4,21.0,4,30.0,0.0,1.0,0.8,0.0003679988224037683
归属记录,Jund al-Khilafah (Tunisia),2015,6,3.6358288153239444,0.6059714692206574,3,6,6,84.0,6,102.0,0.5,1.0,1.0,0.0004009355162044771
归属记录,Jund al-Khilafah (Tunisia),2016,2,0.7442544371171126,0.3721272185585563,0,2,2,4.0,2,0.0,0.0,1.0,1.0,0.0001471995289615073
归属记录,Jund al-Khilafah (Tunisia),2017,2,0.6234739121569398,0.3117369560784699,0,2,2,4.0,2,3.0,0.0,1.0,1.0,0.0001834862385321101
归属记录,Jund al-Sham for Tawhid and Jihad,2015,2,0.9553168032397363,0.47765840161986817,0,2,2,4.0,2,13.0,0.0,1.0,1.0,0.00013364517206815904
归属记录,Jundallah (Pakistan),2015,3,2.4173012246193206,0.8057670748731068,3,3,3,89.0,3,98.0,1.0,1.0,1.0,0.00020046775810223855
归属记录,Jundallah (Pakistan),2016,1,0.1761575589864727,0.1761575589864727,0,1,1,0.0,1,0.0,0.0,1.0,1.0,7.359976448075366e-05
归属记录,Jundul Khilafah (Philippines),2016,2,1.0707586894272785,0.5353793447136392,1,2,2,22.0,2,52.0,0.5,1.0,1.0,0.0001471995289615073
归属记录,Justice and Equality Movement (JEM),2016,3,1.7931721496334971,0.5977240498778323,2,2,1,0.0,1,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.00022079929344226098
归属记录,Justicieros de la Frontera,2017,1,0.7117688267093728,0.7117688267093728,0,1,1,0.0,1,1.0,0.0,1.0,1.0,9.174311926605505e-05
归属记录,Kachin Independence Army (KIA),2015,9,6.356940551283536,0.7063267279203929,7,8,9,2.0,9,6.0,0.7777777777777778,0.8888888888888888,1.0,0.0006014032743067157
归属记录,Kachin Independence Army (KIA),2016,12,6.402458283894731,0.533538190324561,5,12,11,11.0,9,1.0,0.4166666666666667,1.0,0.9166666666666666,0.0008831971737690439
归属记录,Kachin Independence Army (KIA),2017,4,0.8347959320224094,0.20869898300560236,0,4,4,2.0,4,0.0,0.0,1.0,1.0,0.0003669724770642202
归属记录,Kamtapur Liberation Organization (KLO),2015,1,0.2124351779074609,0.2124351779074609,0,1,1,1.0,1,0.0,0.0,1.0,1.0,6.682258603407952e-05
归属记录,Kamwina Nsapu Militia,2016,2,0.9193788050868295,0.4596894025434147,0,2,2,49.0,0,,0.0,1.0,1.0,0.0001471995289615073
归属记录,Kamwina Nsapu Militia,2017,19,9.612433880730263,0.5059175726700138,6,19,13,142.0,12,14.0,0.3157894736842105,1.0,0.6842105263157895,0.0017431192660550458
归属记录,Kangleipak Communist Party (KCP),2016,3,0.699523488965973,0.23317449632199103,0,3,2,1.0,2,2.0,0.0,1.0,0.6666666666666666,0.00022079929344226098
归属记录,Kangleipak Communist Party (KCP),2017,2,1.1891444408584155,0.5945722204292078,0,2,2,0.0,2,10.0,0.0,1.0,1.0,0.0001834862385321101
归属记录,Kani Brigade,2016,1,0.2727095878516467,0.2727095878516467,0,1,1,1.0,1,0.0,0.0,1.0,1.0,7.359976448075366e-05
归属记录,Kani Brigade,2017,3,1.0278088367058662,0.3426029455686221,0,3,3,5.0,3,2.0,0.0,1.0,1.0,0.00027522935779816516
归属记录,Karbi People's Liberation Tigers (KPLT),2017,1,0.1404590597730964,0.1404590597730964,0,1,1,0.0,1,0.0,0.0,1.0,1.0,9.174311926605505e-05
归属记录,Kata'ib Hezbollah,2015,1,0.7055399772469357,0.7055399772469357,0,1,1,0.0,1,0.0,0.0,1.0,1.0,6.682258603407952e-05
归属记录,Kata'ib Hezbollah,2016,1,0.8508339152445417,0.8508339152445417,1,1,1,49.0,1,600.0,1.0,1.0,1.0,7.359976448075366e-05
归属记录,Kata'ib Hezbollah,2017,2,0.4452985442217306,0.2226492721108653,0,2,2,0.0,2,0.0,0.0,1.0,1.0,0.0001834862385321101
归属记录,Kata'ib al-Imam Ali,2015,1,0.2916877819533842,0.2916877819533842,0,1,1,0.0,1,0.0,0.0,1.0,1.0,6.682258603407952e-05
归属记录,Kazakhstan Liberation Army,2016,3,1.6468126782031671,0.5489375594010557,1,3,3,10.0,3,11.0,0.3333333333333333,1.0,1.0,0.00022079929344226098
归属记录,Khaled Ibn al-Walid Army,2016,1,0.2488235212943943,0.2488235212943943,0,1,1,4.0,1,0.0,0.0,1.0,1.0,7.359976448075366e-05
归属记录,Khaled Ibn al-Walid Army,2017,1,0.5342184758314177,0.5342184758314177,0,1,1,24.0,1,0.0,0.0,1.0,1.0,9.174311926605505e-05
归属记录,Khalistan Liberation Force,2016,3,0.6095064222170923,0.20316880740569743,0,3,3,1.0,3,1.0,0.0,1.0,1.0,0.00022079929344226098
归属记录,Khalistan Liberation Force,2017,4,1.1726477193284628,0.2931619298321157,0,4,4,5.0,4,0.0,0.0,1.0,1.0,0.0003669724770642202
归属记录,Kharkiv Partisans,2015,2,1.4694736190753992,0.7347368095376996,2,2,2,4.0,2,9.0,1.0,1.0,1.0,0.00013364517206815904
归属记录,Khasi Students Union,2017,8,5.23432462506816,0.65429057813352,5,8,8,0.0,8,0.0,0.625,1.0,1.0,0.0007339449541284404
归属记录,Khorasan Chapter of the Islamic State,2015,78,33.04783104850989,0.4236901416475627,15,77,75,314.0,71,257.0,0.19230769230769232,0.9871794871794872,0.9615384615384616,0.005212161710658202
归属记录,Khorasan Chapter of the Islamic State,2016,88,44.82995369903479,0.5094312920344862,30,88,87,696.0,85,871.0,0.3409090909090909,1.0,0.9886363636363636,0.006476779274306322
归属记录,Khorasan Chapter of the Islamic State,2017,175,86.96523434303516,0.49694419624591524,57,175,164,1045.0,162,1777.0,0.32571428571428573,1.0,0.9371428571428572,0.016055045871559634
归属记录,Kilafah Islamic Movement,2015,2,1.1374298601299082,0.5687149300649541,1,2,2,3.0,2,9.0,0.5,1.0,1.0,0.00013364517206815904
归属记录,Kizilyurtovskiy Group,2016,1,0.1590045639323287,0.1590045639323287,0,1,1,3.0,1,0.0,0.0,1.0,1.0,7.359976448075366e-05
归属记录,Kosovo Liberation Army (KLA),2015,2,0.9667139187071893,0.48335695935359463,1,2,2,0.0,2,1.0,0.5,1.0,1.0,0.00013364517206815904
归属记录,Kouweikhat Group,2015,1,0.7269614962305132,0.7269614962305132,1,1,1,1.0,1,0.0,1.0,1.0,1.0,6.682258603407952e-05
归属记录,Ku Klux Klan,2017,3,2.0279481931489785,0.6759827310496594,0,3,3,0.0,3,0.0,0.0,1.0,1.0,0.00027522935779816516
归属记录,Kuki Independent Organization (KIO/KIA),2016,1,0.6758314102721363,0.6758314102721363,0,1,1,0.0,1,0.0,0.0,1.0,1.0,7.359976448075366e-05
归属记录,Kuki National Front (KNF),2015,1,0.2624656810279326,0.2624656810279326,0,1,0,,0,,0.0,1.0,0.0,6.682258603407952e-05
归属记录,Kuki National Front (KNF),2016,4,0.6289971919754197,0.15724929799385493,0,4,3,0.0,3,0.0,0.0,1.0,0.75,0.0002943990579230146
归属记录,Kuki National Front (KNF),2017,1,0.4340520700323667,0.4340520700323667,0,1,1,2.0,1,0.0,0.0,1.0,1.0,9.174311926605505e-05
归属记录,Kuki Revolutionary Army (KRA),2015,3,0.6923404221370484,0.23078014071234945,0,3,2,2.0,2,1.0,0.0,1.0,0.6666666666666666,0.00020046775810223855
归属记录,Kuki Tribal Militants,2015,3,1.5404871272937957,0.5134957090979319,0,3,1,0.0,1,0.0,0.0,1.0,0.3333333333333333,0.00020046775810223855
归属记录,Kuki Unification Frontal Organization (KUFO),2016,1,0.2900026641970455,0.2900026641970455,0,1,1,1.0,1,1.0,0.0,1.0,1.0,7.359976448075366e-05
归属记录,Kurdish Democratic Party-Iraq (KDP),2016,1,0.1939821821158548,0.1939821821158548,0,1,1,1.0,1,0.0,0.0,1.0,1.0,7.359976448075366e-05
归属记录,Kurdish Militants,2017,2,1.577391650534493,0.7886958252672465,2,2,2,0.0,2,0.0,1.0,1.0,1.0,0.0001834862385321101
归属记录,Kurdistan Free Life Party,2016,3,1.260371130298824,0.420123710099608,0,3,2,4.0,2,3.0,0.0,1.0,0.6666666666666666,0.00022079929344226098
归属记录,Kurdistan Freedom Hawks (TAK),2015,1,0.7503597823072681,0.7503597823072681,1,1,1,1.0,1,1.0,1.0,1.0,1.0,6.682258603407952e-05
归属记录,Kurdistan Freedom Hawks (TAK),2016,13,10.577778403326782,0.8136752617943679,13,13,13,151.0,12,494.0,1.0,1.0,1.0,0.0009567969382497976
归属记录,Kurdistan Freedom Hawks (TAK),2017,1,0.7840985482263861,0.7840985482263861,1,1,1,4.0,1,6.0,1.0,1.0,1.0,9.174311926605505e-05
归属记录,Kurdistan Workers' Party (PKK),2015,336,159.50304241003192,0.47471143574414265,98,332,330,319.0,327,595.0,0.2916666666666667,0.9880952380952381,0.9821428571428571,0.02245238890745072
归属记录,Kurdistan Workers' Party (PKK),2016,363,192.59577136758352,0.53056686327158,138,363,361,584.0,359,1540.0,0.38016528925619836,1.0,0.9944903581267218,0.02671671450651358
归属记录,Kurdistan Workers' Party (PKK),2017,156,70.86396581370067,0.4542561911134659,37,153,154,179.0,153,246.0,0.23717948717948717,0.9807692307692307,0.9871794871794872,0.014311926605504587
归属记录,Lahij Province of the Islamic State,2015,2,1.6394811440075436,0.8197405720037718,2,2,2,20.0,2,40.0,1.0,1.0,1.0,0.00013364517206815904
归属记录,Lahij Province of the Islamic State,2016,1,0.4026255182569523,0.4026255182569523,0,1,1,3.0,1,1.0,0.0,1.0,1.0,7.359976448075366e-05
归属记录,Lama Group,2015,1,0.1266579443422755,0.1266579443422755,0,1,1,0.0,1,0.0,0.0,1.0,1.0,6.682258603407952e-05
归属记录,Lashkar-e-Balochistan,2015,10,5.349008426590383,0.5349008426590383,5,9,10,0.0,10,0.0,0.5,0.9,1.0,0.0006682258603407952
归属记录,Lashkar-e-Balochistan,2016,5,1.753183983108383,0.3506367966216766,1,5,5,0.0,5,4.0,0.2,1.0,1.0,0.0003679988224037683
归属记录,Lashkar-e-Balochistan,2017,1,0.7417675706119136,0.7417675706119136,1,1,1,0.0,1,3.0,1.0,1.0,1.0,9.174311926605505e-05
归属记录,Lashkar-e-Islam (India),2015,13,5.6912173739605665,0.4377859518431205,4,13,13,4.0,13,8.0,0.3076923076923077,1.0,1.0,0.0008686936184430338
归属记录,Lashkar-e-Islam (Pakistan),2015,8,5.2924282341265885,0.6615535292658236,4,8,8,35.0,8,18.0,0.5,1.0,1.0,0.0005345806882726361
归属记录,Lashkar-e-Islam (Pakistan),2016,6,3.026458500123044,0.5044097500205074,2,6,6,36.0,6,85.0,0.3333333333333333,1.0,1.0,0.00044159858688452196
归属记录,Lashkar-e-Islam (Pakistan),2017,5,3.2527627054405377,0.6505525410881076,4,5,5,13.0,5,11.0,0.8,1.0,1.0,0.00045871559633027525
归属记录,Lashkar-e-Jhangvi,2015,14,7.507900166824324,0.5362785833445946,3,14,14,96.0,14,122.0,0.21428571428571427,1.0,1.0,0.0009355162044771133
归属记录,Lashkar-e-Jhangvi,2016,21,10.420096505441302,0.49619507168768107,6,21,21,107.0,21,197.0,0.2857142857142857,1.0,1.0,0.0015455950540958269
归属记录,Lashkar-e-Jhangvi,2017,14,8.015201893133623,0.572514420938116,4,14,14,119.0,14,367.0,0.2857142857142857,1.0,1.0,0.0012844036697247706
归属记录,Lashkar-e-Taiba (LeT),2015,14,7.189756403256289,0.5135540288040207,6,14,14,26.0,14,48.0,0.42857142857142855,1.0,1.0,0.0009355162044771133
归属记录,Lashkar-e-Taiba (LeT),2016,16,9.084840195815856,0.567802512238491,5,16,16,66.0,15,74.0,0.3125,1.0,1.0,0.0011775962316920585
归属记录,Lashkar-e-Taiba (LeT),2017,32,12.766286260025696,0.398946445625803,4,32,32,56.0,32,74.0,0.125,1.0,1.0,0.0029357798165137615
归属记录,League of Damascus for Special Tasks,2016,1,0.7953349688559025,0.7953349688559025,1,1,1,0.0,0,,1.0,1.0,1.0,7.359976448075366e-05
归属记录,Left-wing extremists,2015,1,0.6681616754359964,0.6681616754359964,0,1,1,0.0,1,0.0,0.0,1.0,1.0,6.682258603407952e-05
归属记录,Left-wing extremists,2016,3,1.9467692150517764,0.6489230716839255,0,3,3,0.0,3,0.0,0.0,1.0,1.0,0.00022079929344226098
归属记录,Left-wing extremists,2017,1,0.66104478721048,0.66104478721048,0,1,1,0.0,1,0.0,0.0,1.0,1.0,9.174311926605505e-05
归属记录,Lekagak Tenggamati,2015,1,0.4825984582671975,0.4825984582671975,0,1,1,3.0,1,2.0,0.0,1.0,1.0,6.682258603407952e-05
归属记录,Lekagak Tenggamati,2016,1,0.4103812259352775,0.4103812259352775,0,1,1,6.0,1,0.0,0.0,1.0,1.0,7.359976448075366e-05
归属记录,Les Casseurs,2016,1,0.6626188009580551,0.6626188009580551,0,1,1,0.0,1,0.0,0.0,1.0,1.0,7.359976448075366e-05
归属记录,Liberal Democratic Council for Missing Land,2017,1,0.2673346391086724,0.2673346391086724,0,1,1,1.0,1,0.0,0.0,1.0,1.0,9.174311926605505e-05
归属记录,Liberation Front for English-speaking Cameroon,2017,1,0.755617394004076,0.755617394004076,1,1,1,0.0,1,3.0,1.0,1.0,1.0,9.174311926605505e-05
归属记录,Liberation of Achik Elite Force (LAEF),2016,1,0.1280103947032315,0.1280103947032315,0,1,0,,0,,0.0,1.0,0.0,7.359976448075366e-05
归属记录,Libya Revolutionaries Operations Room (LROR),2017,1,0.716424934639909,0.716424934639909,0,1,1,0.0,1,0.0,0.0,1.0,1.0,9.174311926605505e-05
